Name           :	Sample5	
User           :		
Date           :	2023-xx-xx	

Probe1         :		
Perimeter      : 		

Probe2         :		
Perimeter      : 		

Trough         :		
Width          :		
Area           :		
Symmetric comp :		

Subphase       :		
Surface tension:		
pH             :		
Temperature    :		

Addition       :		
Concentration  :		
Unit           :	         	

Substance1     :		
MW             :		
Concentration  :		
Unit           :	           	
Volume         :		

Substance2     :		
MW             : 		
Concentration  : 		
Unit           :	         	
Volume         : 		

Substrate      :		
Height         : 		
Shape          : 	       	
Width          :		
Thickness      :		


t[s]	Bpos	Bspd	A[cm²]	Mma[Å²]	P1[mN/m]	P2[mN/m]	T[°C]	SP[V]	pH	AD[V]
27,48	4,488	10,000	232,52	2736,50	0,3157	0,0000	24,50	-4,879	0,62	0,000
28,57	4,673	10,000	232,24	2733,24	0,3187	0,0000	24,50	-4,879	0,62	0,000
29,68	4,856	10,000	231,97	2730,01	0,3240	0,0000	24,50	-4,879	0,62	0,000
30,78	5,040	10,000	231,69	2726,77	0,3282	0,0000	24,50	-4,879	0,62	0,000
31,90	5,222	10,000	231,42	2723,56	0,3316	0,0000	24,50	-4,879	0,62	0,000
33,03	5,406	10,000	231,14	2720,30	0,3321	0,0000	24,50	-4,879	0,62	0,000
34,14	5,605	10,000	230,84	2716,79	0,3375	0,0000	24,50	-4,879	0,62	0,000
35,26	5,788	10,000	230,57	2713,55	0,3418	0,0000	24,50	-4,879	0,62	0,000
36,38	5,973	10,000	230,29	2710,30	0,3462	0,0000	24,50	-4,879	0,62	0,000
37,52	6,155	10,000	230,02	2707,08	0,3516	0,0000	24,50	-4,879	0,62	0,000
38,62	6,338	10,000	229,74	2703,85	0,3539	0,0000	24,50	-4,879	0,62	0,000
39,73	6,522	10,000	229,47	2700,61	0,3624	0,0000	24,50	-4,879	0,62	0,000
40,88	6,705	10,000	229,19	2697,37	0,3663	0,0000	24,50	-4,879	0,62	0,000
41,95	6,889	10,000	228,92	2694,11	0,3688	0,0000	24,50	-4,879	0,62	0,000
43,07	7,072	10,000	228,64	2690,90	0,3738	0,0000	24,50	-4,879	0,62	0,000
44,20	7,272	10,000	228,34	2687,37	0,3747	0,0000	24,50	-4,879	0,62	0,000
45,32	7,456	10,000	228,07	2684,11	0,3820	0,0000	24,50	-4,879	0,62	0,000
46,43	7,639	10,000	227,79	2680,87	0,3853	0,0000	24,50	-4,879	0,62	0,000
47,55	7,821	10,000	227,52	2677,66	0,3931	0,0000	24,50	-4,879	0,62	0,000
48,66	8,006	10,000	227,24	2674,40	0,4001	0,0000	24,50	-4,879	0,62	0,000
49,66	8,173	10,000	226,99	2671,46	0,4027	0,0000	24,50	-4,879	0,62	0,000
50,78	8,356	10,000	226,72	2668,22	0,4068	0,0000	24,50	-4,879	0,62	0,000
51,88	8,539	10,000	226,44	2664,99	0,4136	0,0000	24,50	-4,879	0,62	0,000
52,99	8,721	10,000	226,17	2661,77	0,4189	0,0000	24,50	-4,879	0,62	0,000
54,12	8,905	10,000	225,89	2658,54	0,4191	0,0000	24,50	-4,879	0,62	0,000
55,12	9,071	10,000	225,64	2655,59	0,4255	0,0000	24,50	-4,879	0,62	0,000
56,24	9,256	10,000	225,37	2652,33	0,4293	0,0000	24,50	-4,879	0,62	0,000
57,37	9,455	10,000	225,07	2648,83	0,4287	0,0000	24,50	-4,879	0,62	0,000
58,49	9,638	10,000	224,79	2645,59	0,4332	0,0000	24,50	-4,879	0,62	0,000
59,62	9,823	10,000	224,52	2642,33	0,4371	0,0000	24,50	-4,879	0,62	0,000
60,72	10,006	10,000	224,24	2639,10	0,4347	0,0000	24,50	-4,879	0,62	0,000
61,85	10,188	10,000	223,97	2635,88	0,4390	0,0000	24,50	-4,879	0,62	0,000
62,97	10,373	10,000	223,69	2632,62	0,4406	0,0000	24,50	-4,879	0,62	0,000
64,11	10,573	10,000	223,39	2629,09	0,4460	0,0000	24,50	-4,879	0,62	0,000
65,23	10,755	10,000	223,12	2625,88	0,4524	0,0000	24,50	-4,879	0,62	0,000
66,34	10,938	10,000	222,84	2622,64	0,4577	0,0000	24,50	-4,879	0,62	0,000
67,34	11,106	10,000	222,59	2619,68	0,4599	0,0000	24,50	-4,879	0,62	0,000
68,44	11,289	10,000	222,32	2616,44	0,4621	0,0000	24,50	-4,879	0,62	0,000
69,45	11,455	10,000	222,07	2613,52	0,4625	0,0000	24,49	-4,879	0,62	0,000
70,55	11,639	10,000	221,79	2610,26	0,4665	0,0000	24,49	-4,879	0,62	0,000
71,56	11,806	10,000	221,54	2607,32	0,4732	0,0000	24,49	-4,879	0,62	0,000
72,68	11,988	10,000	221,27	2604,11	0,4752	0,0000	24,49	-4,879	0,62	0,000
73,81	12,173	10,000	220,99	2600,85	0,4726	0,0000	24,49	-4,879	0,62	0,000
74,92	12,355	10,000	220,72	2597,63	0,4725	0,0000	24,49	-4,879	0,62	0,000
76,04	12,539	10,000	220,44	2594,37	0,4782	0,0000	24,49	-4,879	0,62	0,000
77,15	12,738	10,000	220,14	2590,87	0,4799	0,0000	24,50	-4,879	0,62	0,000
78,29	12,921	10,000	219,87	2587,63	0,4834	0,0000	24,50	-4,879	0,62	0,000
79,40	13,105	10,000	219,59	2584,39	0,4898	0,0000	24,49	-4,879	0,62	0,000
80,54	13,289	10,000	219,32	2581,14	0,4934	0,0000	24,49	-4,879	0,62	0,000
81,64	13,473	10,000	219,04	2577,90	0,4956	0,0000	24,49	-4,879	0,62	0,000
82,78	13,656	10,000	218,77	2574,66	0,4976	0,0000	24,48	-4,879	0,62	0,000
83,90	13,855	10,000	218,47	2571,15	0,5017	0,0000	24,48	-4,879	0,62	0,000
85,02	14,038	10,000	218,19	2567,92	0,5062	0,0000	24,48	-4,879	0,62	0,000
86,15	14,223	10,000	217,92	2564,66	0,5147	0,0000	24,48	-4,879	0,62	0,000
87,26	14,405	10,000	217,64	2561,45	0,5166	0,0000	24,48	-4,879	0,62	0,000
88,37	14,589	10,000	217,37	2558,19	0,5168	0,0000	24,48	-4,879	0,62	0,000
89,51	14,771	10,000	217,09	2554,97	0,5190	0,0000	24,48	-4,879	0,62	0,000
90,64	14,971	10,000	216,79	2551,44	0,5250	0,0000	24,48	-4,879	0,62	0,000
91,77	15,155	10,000	216,52	2548,21	0,5274	0,0000	24,48	-4,879	0,62	0,000
92,89	15,338	10,000	216,24	2544,97	0,5302	0,0000	24,48	-4,879	0,62	0,000
94,02	15,521	10,000	215,97	2541,73	0,5294	0,0000	24,48	-4,879	0,62	0,000
95,13	15,722	10,000	215,67	2538,18	0,5332	0,0000	24,48	-4,879	0,62	0,000
96,14	15,871	10,000	215,44	2535,55	0,5343	0,0000	24,48	-4,879	0,62	0,000
97,27	16,072	10,000	215,14	2532,00	0,5422	0,0000	24,48	-4,879	0,62	0,000
98,40	16,254	10,000	214,87	2528,79	0,5486	0,0000	24,48	-4,879	0,62	0,000
99,51	16,438	10,000	214,59	2525,55	0,5551	0,0000	24,48	-4,879	0,62	0,000
100,62	16,622	10,000	214,32	2522,29	0,5611	0,0000	24,48	-4,879	0,62	0,000
101,74	16,806	10,000	214,04	2519,06	0,5636	0,0000	24,48	-4,879	0,62	0,000
102,85	16,988	10,000	213,77	2515,84	0,5643	0,0000	24,48	-4,879	0,62	0,000
103,86	17,154	10,000	213,52	2512,90	0,5687	0,0000	24,48	-4,879	0,62	0,000
105,00	17,356	10,000	213,22	2509,35	0,5721	0,0000	24,49	-4,879	0,62	0,000
106,10	17,538	10,000	212,94	2506,13	0,5744	0,0000	24,49	-4,879	0,62	0,000
107,23	17,722	10,000	212,67	2502,87	0,5780	0,0000	24,49	-4,879	0,62	0,000
108,37	17,906	10,000	212,39	2499,64	0,5821	0,0000	24,49	-4,879	0,62	0,000
109,48	18,088	10,000	212,12	2496,42	0,5855	0,0000	24,49	-4,879	0,62	0,000
110,60	18,272	10,000	211,84	2493,17	0,5934	0,0000	24,49	-4,879	0,62	0,000
111,76	18,471	10,000	211,54	2489,66	0,5902	0,0000	24,49	-4,879	0,62	0,000
112,88	18,656	10,000	211,27	2486,40	0,5888	0,0000	24,49	-4,879	0,62	0,000
114,00	18,839	10,000	210,99	2483,16	0,5950	0,0000	24,49	-4,879	0,62	0,000
115,12	19,021	10,000	210,72	2479,95	0,6043	0,0000	24,49	-4,879	0,62	0,000
116,25	19,222	10,000	210,42	2476,40	0,6125	0,0000	24,49	-4,879	0,62	0,000
117,37	19,404	10,000	210,14	2473,18	0,6196	0,0000	24,49	-4,879	0,62	0,000
118,37	19,572	10,000	209,89	2470,22	0,6243	0,0000	24,49	-4,879	0,62	0,000
119,51	19,756	10,000	209,62	2466,98	0,6189	0,0000	24,49	-4,879	0,62	0,000
120,62	19,938	10,000	209,34	2463,77	0,6153	0,0000	24,49	-4,879	0,62	0,000
121,75	20,122	10,000	209,07	2460,51	0,6199	0,0000	24,49	-4,879	0,62	0,000
122,84	20,306	10,000	208,79	2457,27	0,6216	0,0000	24,49	-4,879	0,62	0,000
123,99	20,506	10,000	208,49	2453,74	0,6244	0,0000	24,49	-4,879	0,62	0,000
125,10	20,688	10,000	208,22	2450,53	0,6306	0,0000	24,49	-4,879	0,62	0,000
126,23	20,872	10,000	207,94	2447,27	0,6337	0,0000	24,49	-4,879	0,62	0,000
127,35	21,056	10,000	207,67	2444,03	0,6329	0,0000	24,50	-4,879	0,62	0,000
128,48	21,238	10,000	207,39	2440,82	0,6432	0,0000	24,50	-4,879	0,62	0,000
129,62	21,439	10,000	207,09	2437,26	0,6497	0,0000	24,50	-4,879	0,62	0,000
130,74	21,621	10,000	206,82	2434,05	0,6498	0,0000	24,50	-4,879	0,62	0,000
131,85	21,806	10,000	206,54	2430,79	0,6559	0,0000	24,50	-4,879	0,62	0,000
132,98	21,988	10,000	206,27	2427,58	0,6609	0,0000	24,50	-4,879	0,62	0,000
134,09	22,172	10,000	205,99	2424,32	0,6643	0,0000	24,50	-4,879	0,62	0,000
135,09	22,339	10,000	205,74	2421,38	0,6652	0,0000	24,50	-4,879	0,62	0,000
136,21	22,522	10,000	205,47	2418,14	0,6720	0,0000	24,50	-4,879	0,62	0,000
137,32	22,706	10,000	205,19	2414,90	0,6747	0,0000	24,50	-4,879	0,62	0,000
138,43	22,888	10,000	204,92	2411,69	0,6800	0,0000	24,50	-4,879	0,62	0,000
139,55	23,088	10,000	204,62	2408,16	0,6793	0,0000	24,50	-4,879	0,62	0,000
140,70	23,272	10,000	204,34	2404,90	0,6873	0,0000	24,50	-4,879	0,62	0,000
141,81	23,454	10,000	204,07	2401,69	0,6942	0,0000	24,50	-4,879	0,62	0,000
142,92	23,638	10,000	203,79	2398,45	0,6994	0,0000	24,50	-4,879	0,62	0,000
144,05	23,822	10,000	203,52	2395,19	0,7017	0,0000	24,50	-4,879	0,62	0,000
145,05	23,988	10,000	203,27	2392,27	0,7081	0,0000	24,50	-4,879	0,62	0,000
146,15	24,171	10,000	202,99	2389,04	0,7151	0,0000	24,50	-4,879	0,62	0,000
147,29	24,354	10,000	202,72	2385,80	0,7191	0,0000	24,50	-4,879	0,62	0,000
148,40	24,555	10,000	202,42	2382,25	0,7289	0,0000	24,50	-4,879	0,62	0,000
149,53	24,737	10,000	202,14	2379,03	0,7338	0,0000	24,50	-4,879	0,62	0,000
150,63	24,922	10,000	201,87	2375,77	0,7303	0,0000	24,50	-4,879	0,62	0,000
151,64	25,089	10,000	201,62	2372,83	0,7379	0,0000	24,50	-4,879	0,62	0,000
152,77	25,271	10,000	201,34	2369,62	0,7543	0,0000	24,50	-4,879	0,62	0,000
153,91	25,454	10,000	201,07	2366,38	0,7556	0,0000	24,50	-4,879	0,62	0,000
155,05	25,655	10,000	200,77	2362,83	0,7697	0,0000	24,50	-4,879	0,62	0,000
156,17	25,839	10,000	200,49	2359,59	0,7711	0,0000	24,50	-4,879	0,62	0,000
157,32	26,022	10,000	200,22	2356,36	0,7724	0,0000	24,50	-4,879	0,62	0,000
158,41	26,205	10,000	199,94	2353,12	0,7793	0,0000	24,50	-4,879	0,62	0,000
159,54	26,389	10,000	199,67	2349,88	0,7797	0,0000	24,50	-4,879	0,62	0,000
160,54	26,554	10,000	199,42	2346,96	0,7877	0,0000	24,50	-4,879	0,62	0,000
161,67	26,755	10,000	199,12	2343,41	0,7923	0,0000	24,50	-4,879	0,62	0,000
162,79	26,937	10,000	198,84	2340,20	0,7981	0,0000	24,50	-4,879	0,62	0,000
163,91	27,122	10,000	198,57	2336,94	0,8051	0,0000	24,50	-4,879	0,62	0,000
165,03	27,305	10,000	198,29	2333,70	0,8096	0,0000	24,50	-4,879	0,62	0,000
166,15	27,487	10,000	198,02	2330,49	0,8139	0,0000	24,50	-4,879	0,62	0,000
167,16	27,655	10,000	197,77	2327,52	0,8156	0,0000	24,50	-4,879	0,62	0,000
168,29	27,837	10,000	197,49	2324,31	0,8218	0,0000	24,50	-4,879	0,62	0,000
169,41	28,039	10,000	197,19	2320,76	0,8304	0,0000	24,50	-4,879	0,62	0,000
170,54	28,222	10,000	196,92	2317,52	0,8353	0,0000	24,50	-4,879	0,62	0,000
171,63	28,405	10,000	196,64	2314,28	0,8397	0,0000	24,50	-4,879	0,62	0,000
172,63	28,572	10,000	196,39	2311,34	0,8417	0,0000	24,50	-4,879	0,62	0,000
173,76	28,754	10,000	196,12	2308,13	0,8500	0,0000	24,50	-4,879	0,62	0,000
174,88	28,939	10,000	195,84	2304,87	0,8523	0,0000	24,50	-4,879	0,62	0,000
175,99	29,122	10,000	195,57	2301,63	0,8623	0,0000	24,50	-4,879	0,62	0,000
177,12	29,305	10,000	195,29	2298,40	0,8649	0,0000	24,50	-4,879	0,62	0,000
178,24	29,505	10,000	194,99	2294,87	0,8734	0,0000	24,50	-4,879	0,62	0,000
179,36	29,689	10,000	194,72	2291,63	0,8753	0,0000	24,50	-4,879	0,62	0,000
180,49	29,871	10,000	194,44	2288,42	0,8815	0,0000	24,50	-4,879	0,62	0,000
181,62	30,054	10,000	194,17	2285,18	0,8865	0,0000	24,50	-4,879	0,62	0,000
182,73	30,239	10,000	193,89	2281,92	0,8941	0,0000	24,50	-4,879	0,62	0,000
183,85	30,422	10,000	193,62	2278,68	0,9027	0,0000	24,50	-4,879	0,62	0,000
184,98	30,621	10,000	193,32	2275,18	0,8967	0,0000	24,50	-4,879	0,62	0,000
185,99	30,789	10,000	193,07	2272,21	0,9154	0,0000	24,50	-4,879	0,62	0,000
187,11	30,971	10,000	192,79	2269,00	0,9324	0,0000	24,50	-4,879	0,62	0,000
188,23	31,155	10,000	192,52	2265,74	0,9450	0,0000	24,50	-4,879	0,62	0,000
189,34	31,338	10,000	192,24	2262,50	0,9240	0,0000	24,50	-4,879	0,62	0,000
190,49	31,521	10,000	191,97	2259,29	0,9182	0,0000	24,50	-4,879	0,62	0,000
191,62	31,722	10,000	191,67	2255,74	0,9332	0,0000	24,50	-4,879	0,62	0,000
192,73	31,904	10,000	191,39	2252,52	0,9447	0,0000	24,50	-4,879	0,62	0,000
193,86	32,088	10,000	191,12	2249,26	0,9501	0,0000	24,50	-4,879	0,62	0,000
194,98	32,272	10,000	190,84	2246,03	0,9524	0,0000	24,50	-4,879	0,62	0,000
196,13	32,455	10,000	190,57	2242,79	0,9589	0,0000	24,50	-4,879	0,62	0,000
197,26	32,654	10,000	190,27	2239,28	0,9647	0,0000	24,50	-4,879	0,62	0,000
198,36	32,837	10,000	189,99	2236,05	0,9686	0,0000	24,50	-4,879	0,62	0,000
199,51	33,022	10,000	189,72	2232,79	0,9704	0,0000	24,50	-4,879	0,62	0,000
200,64	33,205	10,000	189,44	2229,55	0,9827	0,0000	24,50	-4,879	0,62	0,000
201,74	33,388	10,000	189,17	2226,31	0,9888	0,0000	24,50	-4,879	0,62	0,000
202,88	33,588	10,000	188,87	2222,78	0,9899	0,0000	24,50	-4,879	0,62	0,000
203,99	33,772	10,000	188,59	2219,55	0,9997	0,0000	24,50	-4,879	0,62	0,000
205,13	33,954	10,000	188,32	2216,33	1,0039	0,0000	24,50	-4,879	0,62	0,000
206,25	34,138	10,000	188,04	2213,07	1,0050	0,0000	24,50	-4,879	0,62	0,000
207,38	34,338	10,000	187,74	2209,54	1,0162	0,0000	24,50	-4,879	0,62	0,000
208,52	34,520	10,000	187,47	2206,33	1,0249	0,0000	24,50	-4,879	0,62	0,000
209,65	34,704	10,000	187,19	2203,09	1,0258	0,0000	24,50	-4,879	0,62	0,000
210,76	34,888	10,000	186,92	2199,83	1,0381	0,0000	24,50	-4,879	0,62	0,000
211,87	35,072	10,000	186,64	2196,60	1,0423	0,0000	24,50	-4,879	0,62	0,000
213,01	35,255	10,000	186,37	2193,36	1,0456	0,0000	24,50	-4,879	0,62	0,000
214,14	35,454	10,000	186,07	2189,85	1,0533	0,0000	24,50	-4,879	0,62	0,000
215,26	35,638	10,000	185,79	2186,59	1,0605	0,0000	24,50	-4,879	0,62	0,000
216,40	35,822	10,000	185,52	2183,36	1,0662	0,0000	24,50	-4,879	0,62	0,000
217,51	36,005	10,000	185,24	2180,12	1,0721	0,0000	24,50	-4,879	0,62	0,000
218,65	36,204	10,000	184,94	2176,61	1,0795	0,0000	24,50	-4,879	0,62	0,000
219,76	36,387	10,000	184,67	2173,38	1,0885	0,0000	24,50	-4,879	0,62	0,000
220,90	36,572	10,000	184,39	2170,12	1,0951	0,0000	24,50	-4,879	0,62	0,000
222,01	36,754	10,000	184,12	2166,91	1,1005	0,0000	24,50	-4,879	0,62	0,000
223,12	36,937	10,000	183,84	2163,67	1,1069	0,0000	24,50	-4,879	0,62	0,000
224,25	37,122	10,000	183,57	2160,41	1,1122	0,0000	24,50	-4,879	0,62	0,000
225,36	37,322	10,000	183,27	2156,88	1,1158	0,0000	24,50	-4,879	0,62	0,000
226,50	37,505	10,000	182,99	2153,64	1,1229	0,0000	24,50	-4,879	0,62	0,000
227,61	37,687	10,000	182,72	2150,43	1,1313	0,0000	24,50	-4,879	0,62	0,000
228,72	37,872	10,000	182,44	2147,17	1,1381	0,0000	24,50	-4,879	0,62	0,000
229,73	38,038	10,000	182,19	2144,23	1,1395	0,0000	24,50	-4,879	0,62	0,000
230,83	38,222	10,000	181,92	2140,99	1,1515	0,0000	24,50	-4,879	0,62	0,000
231,84	38,387	10,000	181,67	2138,07	1,1653	0,0000	24,50	-4,879	0,62	0,000
232,95	38,572	10,000	181,39	2134,81	1,1698	0,0000	24,50	-4,879	0,62	0,000
234,07	38,755	10,000	181,12	2131,58	1,1760	0,0000	24,50	-4,879	0,62	0,000
235,19	38,938	10,000	180,84	2128,34	1,1886	0,0000	24,50	-4,879	0,62	0,000
236,31	39,120	10,000	180,57	2125,13	1,1966	0,0000	24,50	-4,879	0,62	0,000
237,31	39,287	10,000	180,32	2122,18	1,1986	0,0000	24,50	-4,879	0,62	0,000
238,42	39,470	10,000	180,04	2118,95	1,1998	0,0000	24,50	-4,879	0,62	0,000
239,56	39,670	10,000	179,74	2115,42	1,2028	0,0000	24,50	-4,879	0,62	0,000
240,66	39,855	10,000	179,47	2112,16	1,2131	0,0000	24,50	-4,879	0,62	0,000
241,76	40,037	10,000	179,19	2108,95	1,2232	0,0000	24,50	-4,879	0,62	0,000
242,89	40,220	10,000	178,92	2105,71	1,2296	0,0000	24,50	-4,879	0,62	0,000
244,02	40,405	10,000	178,64	2102,45	1,2407	0,0000	24,49	-4,879	0,62	0,000
245,13	40,588	10,000	178,37	2099,21	1,2469	0,0000	24,49	-4,879	0,62	0,000
246,14	40,753	10,000	178,12	2096,29	1,2498	0,0000	24,49	-4,879	0,62	0,000
247,26	40,937	10,000	177,84	2093,06	1,2595	0,0000	24,49	-4,879	0,62	0,000
248,36	41,120	10,000	177,57	2089,82	1,2716	0,0000	24,49	-4,879	0,62	0,000
249,37	41,287	10,000	177,32	2086,88	1,2776	0,0000	24,49	-4,879	0,62	0,000
250,48	41,470	10,000	177,04	2083,64	1,2898	0,0000	24,49	-4,879	0,62	0,000
251,62	41,670	10,000	176,74	2080,11	1,2967	0,0000	24,49	-4,879	0,62	0,000
252,74	41,853	10,000	176,47	2076,88	1,3036	0,0000	24,49	-4,879	0,62	0,000
253,87	42,037	10,000	176,19	2073,64	1,3112	0,0000	24,49	-4,879	0,62	0,000
255,00	42,220	10,000	175,92	2070,40	1,3265	0,0000	24,49	-4,879	0,62	0,000
256,10	42,403	10,000	175,64	2067,17	1,3389	0,0000	24,49	-4,879	0,62	0,000
257,26	42,603	10,000	175,34	2063,64	1,3484	0,0000	24,49	-4,879	0,62	0,000
258,38	42,788	10,000	175,07	2060,38	1,3558	0,0000	24,49	-4,879	0,62	0,000
259,49	42,971	10,000	174,79	2057,14	1,3695	0,0000	24,49	-4,879	0,62	0,000
260,64	43,155	10,000	174,52	2053,90	1,3816	0,0000	24,49	-4,879	0,62	0,000
261,77	43,353	10,000	174,22	2050,40	1,3850	0,0000	24,49	-4,879	0,62	0,000
262,89	43,537	10,000	173,94	2047,16	1,3941	0,0000	24,49	-4,879	0,62	0,000
264,04	43,721	10,000	173,67	2043,90	1,3955	0,0000	24,49	-4,879	0,62	0,000
265,14	43,903	10,000	173,39	2040,69	1,4102	0,0000	24,49	-4,879	0,62	0,000
266,28	44,105	10,000	173,09	2037,13	1,4218	0,0000	24,49	-4,879	0,62	0,000
267,38	44,288	10,000	172,82	2033,90	1,4333	0,0000	24,49	-4,879	0,62	0,000
268,39	44,455	10,000	172,57	2030,96	1,4434	0,0000	24,49	-4,879	0,62	0,000
269,51	44,638	10,000	172,29	2027,72	1,4482	0,0000	24,49	-4,879	0,62	0,000
270,52	44,805	10,000	172,04	2024,78	1,4555	0,0000	24,49	-4,879	0,62	0,000
271,65	44,987	10,000	171,77	2021,56	1,4596	0,0000	24,49	-4,879	0,62	0,000
272,77	45,171	10,000	171,49	2018,30	1,4729	0,0000	24,49	-4,879	0,62	0,000
273,90	45,355	10,000	171,22	2015,07	1,4795	0,0000	24,48	-4,879	0,62	0,000
275,01	45,555	10,000	170,92	2011,54	1,4932	0,0000	24,48	-4,879	0,62	0,000
276,13	45,738	10,000	170,64	2008,30	1,4961	0,0000	24,48	-4,879	0,62	0,000
277,27	45,920	10,000	170,37	2005,09	1,5009	0,0000	24,48	-4,879	0,62	0,000
278,39	46,103	10,000	170,10	2001,85	1,5087	0,0000	24,48	-4,879	0,62	0,000
279,51	46,288	10,000	169,82	1998,59	1,5192	0,0000	24,48	-4,879	0,62	0,000
280,64	46,470	10,000	169,55	1995,38	1,5354	0,0000	24,48	-4,879	0,62	0,000
281,76	46,670	10,000	169,25	1991,85	1,5393	0,0000	24,48	-4,879	0,62	0,000
282,88	46,853	10,000	168,97	1988,61	1,5471	0,0000	24,48	-4,879	0,62	0,000
284,00	47,038	10,000	168,69	1985,35	1,5581	0,0000	24,48	-4,879	0,62	0,000
285,13	47,221	10,000	168,42	1982,12	1,5673	0,0000	24,48	-4,879	0,62	0,000
286,24	47,405	10,000	168,14	1978,88	1,5782	0,0000	24,48	-4,879	0,62	0,000
287,38	47,605	10,000	167,84	1975,35	1,5863	0,0000	24,48	-4,879	0,62	0,000
288,50	47,787	10,000	167,57	1972,14	1,5941	0,0000	24,48	-4,879	0,62	0,000
289,63	47,971	10,000	167,29	1968,88	1,6116	0,0000	24,48	-4,879	0,62	0,000
290,74	48,154	10,000	167,02	1965,64	1,6169	0,0000	24,48	-4,879	0,62	0,000
291,75	48,320	10,000	166,77	1962,72	1,6266	0,0000	24,48	-4,879	0,62	0,000
292,87	48,504	10,000	166,49	1959,46	1,6364	0,0000	24,48	-4,879	0,62	0,000
293,87	48,671	10,000	166,24	1956,52	1,6475	0,0000	24,48	-4,879	0,62	0,000
295,00	48,853	10,000	165,97	1953,31	1,6575	0,0000	24,48	-4,879	0,62	0,000
296,13	49,054	10,000	165,67	1949,75	1,6696	0,0000	24,48	-4,879	0,62	0,000
297,25	49,236	10,000	165,40	1946,54	1,6832	0,0000	24,48	-4,879	0,62	0,000
298,26	49,404	10,000	165,14	1943,57	1,6959	0,0000	24,48	-4,879	0,62	0,000
299,38	49,588	10,000	164,87	1940,34	1,7097	0,0000	24,48	-4,879	0,62	0,000
300,48	49,771	10,000	164,59	1937,10	1,7168	0,0000	24,48	-4,879	0,62	0,000
301,61	49,954	10,000	164,32	1933,87	1,7261	0,0000	24,48	-4,879	0,62	0,000
302,73	50,136	10,000	164,05	1930,65	1,7363	0,0000	24,48	-4,879	0,62	0,000
303,85	50,321	10,000	163,77	1927,39	1,7447	0,0000	24,48	-4,879	0,62	0,000
304,98	50,521	10,000	163,47	1923,86	1,7561	0,0000	24,48	-4,879	0,62	0,000
306,08	50,704	10,000	163,19	1920,63	1,7697	0,0000	24,48	-4,879	0,62	0,000
