Name           :	Sample2	
User           :		
Date           :	2023-xx-xx	

Probe1         :		
Perimeter      : 		

Probe2         :		
Perimeter      : 		

Trough         :		
Width          :		
Area           :		
Symmetric comp :		

Subphase       :		
Surface tension:		
pH             :		
Temperature    :		

Addition       :		
Concentration  :		
Unit           :	         	

Substance1     :		
MW             :		
Concentration  :		
Unit           :	           	
Volume         :		

Substance2     :		
MW             : 		
Concentration  : 		
Unit           :	         	
Volume         : 		

Substrate      :		
Height         : 		
Shape          : 	       	
Width          :		
Thickness      :		


t[s]	Bpos	Bspd	A[cm²]	Mma[Å²]	P1[mN/m]	P2[mN/m]	T[°C]	SP[V]	pH	AD[V]
17,90	2,888	10,000	234,92	1189,11	-0,1007	0,0000	24,99	-4,879	0,63	0,000
19,04	3,073	10,000	234,64	1187,71	-0,0949	0,0000	24,99	-4,879	0,63	0,000
20,17	3,272	10,000	234,34	1186,20	-0,0923	0,0000	24,99	-4,879	0,63	0,000
21,28	3,456	10,000	234,07	1184,79	-0,0946	0,0000	24,99	-4,879	0,63	0,000
22,40	3,640	10,000	233,79	1183,40	-0,0969	0,0000	24,99	-4,879	0,63	0,000
23,53	3,823	10,000	233,52	1182,01	-0,1028	0,0000	25,00	-4,879	0,63	0,000
24,65	4,006	10,000	233,24	1180,62	-0,0973	0,0000	25,00	-4,879	0,63	0,000
25,78	4,205	10,000	232,94	1179,11	-0,0973	0,0000	25,00	-4,879	0,63	0,000
26,90	4,390	10,000	232,67	1177,71	-0,0983	0,0000	25,00	-4,879	0,63	0,000
28,03	4,572	10,000	232,39	1176,33	-0,0978	0,0000	25,00	-4,879	0,63	0,000
29,15	4,755	10,000	232,12	1174,93	-0,0915	0,0000	25,00	-4,879	0,63	0,000
30,28	4,938	10,000	231,84	1173,54	-0,0890	0,0000	25,00	-4,879	0,63	0,000
31,40	5,138	10,000	231,54	1172,02	-0,0819	0,0000	25,00	-4,879	0,63	0,000
32,52	5,322	10,000	231,27	1170,63	-0,0876	0,0000	25,00	-4,879	0,63	0,000
33,65	5,505	10,000	230,99	1169,24	-0,0871	0,0000	25,00	-4,879	0,63	0,000
34,77	5,688	10,000	230,72	1167,85	-0,0840	0,0000	25,00	-4,879	0,63	0,000
35,90	5,873	10,000	230,44	1166,45	-0,0778	0,0000	25,00	-4,879	0,63	0,000
37,03	6,055	10,000	230,17	1165,06	-0,0780	0,0000	25,00	-4,879	0,63	0,000
38,15	6,256	10,000	229,87	1163,54	-0,0692	0,0000	25,00	-4,879	0,63	0,000
39,25	6,438	10,000	229,59	1162,15	-0,0657	0,0000	25,00	-4,879	0,63	0,000
40,25	6,606	10,000	229,34	1160,88	-0,0590	0,0000	25,00	-4,879	0,63	0,000
41,36	6,789	10,000	229,07	1159,49	-0,0504	0,0000	25,00	-4,879	0,63	0,000
42,36	6,955	10,000	228,82	1158,23	-0,0460	0,0000	25,00	-4,879	0,63	0,000
43,46	7,139	10,000	228,54	1156,83	-0,0430	0,0000	25,00	-4,879	0,63	0,000
44,58	7,323	10,000	228,27	1155,44	-0,0392	0,0000	25,00	-4,879	0,63	0,000
45,70	7,506	10,000	227,99	1154,05	-0,0477	0,0000	25,00	-4,879	0,63	0,000
46,70	7,671	10,000	227,74	1152,79	-0,0348	0,0000	25,00	-4,879	0,63	0,000
47,83	7,856	10,000	227,47	1151,39	-0,0327	0,0000	25,00	-4,879	0,63	0,000
48,94	8,038	10,000	227,19	1150,01	-0,0288	0,0000	25,00	-4,879	0,63	0,000
50,06	8,221	10,000	226,92	1148,61	-0,0295	0,0000	25,00	-4,879	0,63	0,000
51,18	8,406	10,000	226,64	1147,21	-0,0275	0,0000	25,00	-4,879	0,63	0,000
52,29	8,605	10,000	226,34	1145,70	-0,0305	0,0000	25,00	-4,879	0,63	0,000
53,42	8,789	10,000	226,07	1144,30	-0,0257	0,0000	25,00	-4,879	0,63	0,000
54,42	8,956	10,000	225,82	1143,04	-0,0300	0,0000	25,00	-4,879	0,63	0,000
55,54	9,138	10,000	225,54	1141,65	-0,0221	0,0000	25,00	-4,879	0,63	0,000
56,66	9,321	10,000	225,27	1140,26	-0,0266	0,0000	25,00	-4,879	0,63	0,000
57,80	9,505	10,000	224,99	1138,87	-0,0248	0,0000	25,00	-4,879	0,63	0,000
58,91	9,689	10,000	224,72	1137,47	-0,0256	0,0000	25,00	-4,879	0,63	0,000
60,04	9,889	10,000	224,42	1135,95	-0,0311	0,0000	25,00	-4,879	0,63	0,000
61,04	10,038	10,000	224,19	1134,82	-0,0230	0,0000	25,00	-4,879	0,63	0,000
62,15	10,238	10,000	223,89	1133,30	-0,0264	0,0000	25,00	-4,879	0,63	0,000
63,27	10,421	10,000	223,62	1131,91	-0,0308	0,0000	25,00	-4,879	0,63	0,000
64,40	10,606	10,000	223,34	1130,51	-0,0226	0,0000	25,00	-4,879	0,63	0,000
65,40	10,773	10,000	223,09	1129,24	-0,0256	0,0000	25,00	-4,879	0,63	0,000
66,53	10,956	10,000	222,82	1127,85	-0,0373	0,0000	25,00	-4,879	0,63	0,000
67,64	11,139	10,000	222,54	1126,46	-0,0349	0,0000	25,00	-4,879	0,63	0,000
68,75	11,321	10,000	222,27	1125,08	-0,0343	0,0000	25,00	-4,879	0,63	0,000
69,87	11,506	10,000	221,99	1123,68	-0,0373	0,0000	25,00	-4,879	0,63	0,000
71,00	11,705	10,000	221,69	1122,17	-0,0405	0,0000	25,00	-4,879	0,63	0,000
72,14	11,889	10,000	221,42	1120,77	-0,0355	0,0000	25,00	-4,879	0,63	0,000
73,26	12,071	10,000	221,14	1119,38	-0,0340	0,0000	25,00	-4,879	0,63	0,000
74,39	12,255	10,000	220,87	1117,99	-0,0352	0,0000	25,00	-4,879	0,63	0,000
75,50	12,438	10,000	220,59	1116,60	-0,0361	0,0000	25,00	-4,879	0,63	0,000
76,62	12,638	10,000	220,29	1115,08	-0,0291	0,0000	25,00	-4,879	0,63	0,000
77,76	12,823	10,000	220,02	1113,68	-0,0317	0,0000	25,00	-4,879	0,63	0,000
78,86	13,006	10,000	219,74	1112,29	-0,0342	0,0000	25,00	-4,879	0,63	0,000
79,99	13,188	10,000	219,47	1110,91	-0,0295	0,0000	25,00	-4,879	0,63	0,000
80,99	13,355	10,000	219,22	1109,64	-0,0311	0,0000	25,00	-4,879	0,63	0,000
82,12	13,539	10,000	218,94	1108,24	-0,0244	0,0000	25,00	-4,879	0,63	0,000
83,23	13,723	10,000	218,67	1106,85	-0,0382	0,0000	25,00	-4,879	0,63	0,000
84,35	13,921	10,000	218,37	1105,34	-0,0327	0,0000	25,00	-4,879	0,63	0,000
85,48	14,105	10,000	218,09	1103,95	-0,0287	0,0000	25,00	-4,879	0,63	0,000
86,60	14,288	10,000	217,82	1102,55	-0,0236	0,0000	25,00	-4,879	0,63	0,000
87,73	14,472	10,000	217,54	1101,15	-0,0211	0,0000	25,00	-4,879	0,63	0,000
88,87	14,656	10,000	217,27	1099,76	-0,0176	0,0000	25,00	-4,879	0,63	0,000
90,00	14,855	10,000	216,97	1098,25	-0,0124	0,0000	25,00	-4,879	0,63	0,000
91,11	15,039	10,000	216,69	1096,85	-0,0109	0,0000	24,99	-4,879	0,63	0,000
92,23	15,221	10,000	216,42	1095,47	-0,0147	0,0000	24,99	-4,879	0,63	0,000
93,36	15,405	10,000	216,14	1094,08	-0,0117	0,0000	24,99	-4,879	0,63	0,000
94,47	15,588	10,000	215,87	1092,68	-0,0128	0,0000	25,00	-4,879	0,63	0,000
95,59	15,771	10,000	215,59	1091,29	-0,0144	0,0000	25,00	-4,879	0,63	0,000
96,73	15,971	10,000	215,29	1089,77	-0,0169	0,0000	25,00	-4,879	0,63	0,000
97,86	16,154	10,000	215,02	1088,38	-0,0222	0,0000	25,00	-4,879	0,63	0,000
98,97	16,339	10,000	214,74	1086,98	-0,0225	0,0000	25,00	-4,879	0,63	0,000
100,10	16,521	10,000	214,47	1085,60	-0,0248	0,0000	25,00	-4,879	0,63	0,000
101,22	16,706	10,000	214,19	1084,20	-0,0198	0,0000	25,00	-4,879	0,63	0,000
102,34	16,904	10,000	213,89	1082,69	-0,0208	0,0000	25,00	-4,879	0,63	0,000
103,34	17,054	10,000	213,67	1081,55	-0,0161	0,0000	25,00	-4,879	0,63	0,000
104,47	17,256	10,000	213,37	1080,02	-0,0206	0,0000	25,00	-4,879	0,63	0,000
105,58	17,438	10,000	213,09	1078,64	-0,0123	0,0000	25,00	-4,879	0,63	0,000
106,72	17,622	10,000	212,82	1077,24	-0,0142	0,0000	25,00	-4,879	0,63	0,000
107,83	17,804	10,000	212,54	1075,85	-0,0095	0,0000	25,00	-4,879	0,63	0,000
108,96	17,988	10,000	212,27	1074,46	-0,0050	0,0000	25,00	-4,879	0,63	0,000
110,08	18,188	10,000	211,97	1072,94	-0,0027	0,0000	25,00	-4,879	0,63	0,000
111,22	18,371	10,000	211,69	1071,55	-0,0091	0,0000	25,00	-4,879	0,63	0,000
112,35	18,554	10,000	211,42	1070,16	-0,0092	0,0000	25,00	-4,879	0,63	0,000
113,45	18,738	10,000	211,14	1068,77	-0,0061	0,0000	25,00	-4,879	0,63	0,000
114,57	18,922	10,000	210,87	1067,37	-0,0081	0,0000	25,00	-4,879	0,63	0,000
115,69	19,104	10,000	210,59	1065,98	-0,0110	0,0000	25,00	-4,879	0,63	0,000
116,81	19,304	10,000	210,29	1064,46	-0,0115	0,0000	25,00	-4,879	0,63	0,000
117,93	19,488	10,000	210,02	1063,07	-0,0104	0,0000	25,00	-4,879	0,63	0,000
118,93	19,654	10,000	209,77	1061,81	-0,0076	0,0000	25,00	-4,879	0,63	0,000
120,04	19,839	10,000	209,49	1060,41	-0,0070	0,0000	25,00	-4,879	0,63	0,000
121,18	20,021	10,000	209,22	1059,02	-0,0031	0,0000	25,00	-4,879	0,63	0,000
122,29	20,204	10,000	208,94	1057,63	-0,0021	0,0000	25,00	-4,879	0,63	0,000
123,42	20,389	10,000	208,67	1056,23	-0,0128	0,0000	24,99	-4,879	0,63	0,000
124,55	20,589	10,000	208,37	1054,71	-0,0195	0,0000	24,99	-4,879	0,63	0,000
125,69	20,771	10,000	208,09	1053,33	-0,0195	0,0000	24,99	-4,879	0,63	0,000
126,79	20,954	10,000	207,82	1051,94	-0,0227	0,0000	24,99	-4,879	0,63	0,000
127,90	21,138	10,000	207,54	1050,55	-0,0197	0,0000	24,99	-4,879	0,63	0,000
129,03	21,322	10,000	207,27	1049,14	-0,0222	0,0000	24,99	-4,879	0,63	0,000
130,03	21,489	10,000	207,02	1047,88	-0,0180	0,0000	24,99	-4,879	0,63	0,000
131,14	21,672	10,000	206,74	1046,49	-0,0225	0,0000	24,99	-4,879	0,63	0,000
132,28	21,856	10,000	206,47	1045,09	-0,0189	0,0000	24,99	-4,879	0,63	0,000
133,40	22,056	10,000	206,17	1043,58	-0,0174	0,0000	24,99	-4,879	0,63	0,000
134,53	22,239	10,000	205,89	1042,18	-0,0127	0,0000	24,99	-4,879	0,63	0,000
135,63	22,421	10,000	205,62	1040,80	-0,0122	0,0000	24,99	-4,879	0,63	0,000
136,75	22,606	10,000	205,34	1039,40	-0,0110	0,0000	24,99	-4,879	0,63	0,000
137,87	22,789	10,000	205,07	1038,01	-0,0141	0,0000	24,99	-4,879	0,63	0,000
138,87	22,955	10,000	204,82	1036,74	-0,0095	0,0000	24,99	-4,879	0,63	0,000
140,00	23,138	10,000	204,54	1035,36	-0,0158	0,0000	24,99	-4,879	0,63	0,000
141,11	23,322	10,000	204,27	1033,96	-0,0067	0,0000	24,99	-4,879	0,63	0,000
142,23	23,521	10,000	203,97	1032,45	-0,0058	0,0000	24,99	-4,879	0,63	0,000
143,36	23,704	10,000	203,69	1031,06	-0,0064	0,0000	24,99	-4,879	0,63	0,000
144,48	23,888	10,000	203,42	1029,67	-0,0032	0,0000	24,99	-4,879	0,63	0,000
145,48	24,055	10,000	203,17	1028,39	-0,0070	0,0000	24,99	-4,879	0,63	0,000
146,59	24,239	10,000	202,89	1027,00	-0,0012	0,0000	24,99	-4,879	0,63	0,000
147,72	24,422	10,000	202,62	1025,61	-0,0045	0,0000	24,99	-4,879	0,63	0,000
148,84	24,605	10,000	202,34	1024,22	0,0066	0,0000	24,99	-4,879	0,63	0,000
149,95	24,789	10,000	202,07	1022,82	0,0020	0,0000	24,99	-4,879	0,63	0,000
151,07	24,987	10,000	201,77	1021,31	-0,0019	0,0000	24,99	-4,879	0,63	0,000
152,21	25,171	10,000	201,49	1019,92	-0,0002	0,0000	24,99	-4,879	0,63	0,000
153,34	25,354	10,000	201,22	1018,53	0,0014	0,0000	24,99	-4,879	0,63	0,000
154,45	25,537	10,000	200,94	1017,14	0,0023	0,0000	24,99	-4,879	0,63	0,000
155,57	25,722	10,000	200,67	1015,74	-0,0041	0,0000	24,99	-4,879	0,63	0,000
156,70	25,922	10,000	200,37	1014,22	-0,0018	0,0000	24,99	-4,879	0,63	0,000
157,81	26,104	10,000	200,09	1012,84	0,0062	0,0000	24,99	-4,879	0,63	0,000
158,82	26,255	10,000	199,87	1011,69	0,0082	0,0000	24,99	-4,879	0,63	0,000
159,94	26,455	10,000	199,57	1010,17	0,0063	0,0000	24,99	-4,879	0,63	0,000
161,04	26,639	10,000	199,29	1008,78	0,0090	0,0000	24,99	-4,879	0,63	0,000
162,17	26,822	10,000	199,02	1007,39	0,0078	0,0000	24,99	-4,879	0,63	0,000
163,30	27,005	10,000	198,74	1005,99	0,0124	0,0000	24,99	-4,879	0,63	0,000
164,42	27,189	10,000	198,47	1004,60	0,0111	0,0000	24,99	-4,879	0,63	0,000
165,56	27,387	10,000	198,17	1003,09	0,0149	0,0000	24,99	-4,879	0,63	0,000
166,69	27,572	10,000	197,89	1001,69	0,0225	0,0000	24,99	-4,879	0,63	0,000
167,81	27,755	10,000	197,62	1000,30	0,0237	0,0000	24,99	-4,879	0,63	0,000
168,93	27,937	10,000	197,34	998,92	0,0189	0,0000	24,99	-4,879	0,63	0,000
170,04	28,122	10,000	197,07	997,52	0,0158	0,0000	24,99	-4,879	0,63	0,000
171,15	28,305	10,000	196,79	996,12	0,0243	0,0000	24,99	-4,879	0,63	0,000
172,28	28,504	10,000	196,49	994,61	0,0198	0,0000	24,99	-4,879	0,63	0,000
173,28	28,655	10,000	196,27	993,47	0,0204	0,0000	24,99	-4,879	0,63	0,000
174,41	28,854	10,000	195,97	991,96	0,0266	0,0000	24,99	-4,879	0,63	0,000
175,52	29,037	10,000	195,69	990,57	0,0290	0,0000	24,99	-4,879	0,63	0,000
176,64	29,222	10,000	195,42	989,16	0,0174	0,0000	24,99	-4,879	0,63	0,000
177,78	29,405	10,000	195,14	987,77	0,0227	0,0000	24,99	-4,879	0,63	0,000
178,89	29,589	10,000	194,87	986,38	0,0225	0,0000	24,99	-4,879	0,63	0,000
179,90	29,755	10,000	194,62	985,11	0,0258	0,0000	24,99	-4,879	0,63	0,000
181,00	29,937	10,000	194,34	983,73	0,0285	0,0000	24,99	-4,879	0,63	0,000
182,14	30,139	10,000	194,04	982,20	0,0240	0,0000	24,99	-4,879	0,63	0,000
183,26	30,321	10,000	193,77	980,82	0,0277	0,0000	24,99	-4,879	0,63	0,000
184,37	30,505	10,000	193,49	979,42	0,0323	0,0000	24,99	-4,879	0,63	0,000
185,37	30,672	10,000	193,24	978,15	0,0310	0,0000	24,99	-4,879	0,63	0,000
186,50	30,854	10,000	192,97	976,77	0,0224	0,0000	24,99	-4,879	0,63	0,000
187,63	31,039	10,000	192,69	975,37	0,0250	0,0000	24,99	-4,879	0,63	0,000
188,75	31,222	10,000	192,42	973,98	0,0253	0,0000	24,99	-4,879	0,63	0,000
189,87	31,421	10,000	192,12	972,47	0,0284	0,0000	24,99	-4,879	0,63	0,000
190,98	31,605	10,000	191,84	971,07	0,0251	0,0000	24,99	-4,879	0,63	0,000
192,11	31,788	10,000	191,57	969,68	0,0270	0,0000	24,99	-4,879	0,63	0,000
193,23	31,972	10,000	191,29	968,28	0,0279	0,0000	24,99	-4,879	0,63	0,000
194,36	32,155	10,000	191,02	966,89	0,0223	0,0000	24,99	-4,879	0,63	0,000
195,48	32,338	10,000	190,74	965,50	0,0199	0,0000	24,99	-4,879	0,63	0,000
196,59	32,522	10,000	190,47	964,11	0,0238	0,0000	24,99	-4,879	0,63	0,000
197,71	32,720	10,000	190,17	962,60	0,0259	0,0000	24,99	-4,879	0,63	0,000
198,84	32,904	10,000	189,89	961,21	0,0263	0,0000	24,99	-4,879	0,63	0,000
199,96	33,088	10,000	189,62	959,81	0,0245	0,0000	24,99	-4,879	0,63	0,000
201,09	33,272	10,000	189,34	958,41	0,0317	0,0000	24,99	-4,879	0,63	0,000
202,23	33,455	10,000	189,07	957,02	0,0389	0,0000	24,99	-4,879	0,63	0,000
203,35	33,655	10,000	188,77	955,50	0,0356	0,0000	24,99	-4,879	0,63	0,000
204,46	33,838	10,000	188,49	954,11	0,0412	0,0000	24,98	-4,879	0,63	0,000
205,59	34,020	10,000	188,22	952,73	0,0460	0,0000	24,98	-4,879	0,63	0,000
206,73	34,204	10,000	187,94	951,34	0,0428	0,0000	24,98	-4,879	0,63	0,000
207,85	34,405	10,000	187,64	949,81	0,0430	0,0000	24,98	-4,879	0,63	0,000
208,85	34,555	10,000	187,42	948,67	0,0501	0,0000	24,98	-4,879	0,63	0,000
209,97	34,755	10,000	187,12	947,15	0,0454	0,0000	24,98	-4,879	0,63	0,000
211,09	34,938	10,000	186,84	945,76	0,0600	0,0000	24,99	-4,879	0,63	0,000
212,23	35,122	10,000	186,57	944,37	0,0571	0,0000	24,99	-4,879	0,63	0,000
213,34	35,305	10,000	186,29	942,98	0,0526	0,0000	24,99	-4,879	0,63	0,000
214,46	35,488	10,000	186,02	941,58	0,0517	0,0000	24,99	-4,879	0,63	0,000
215,46	35,655	10,000	185,77	940,32	0,0616	0,0000	24,98	-4,879	0,63	0,000
216,58	35,838	10,000	185,49	938,93	0,0574	0,0000	24,98	-4,879	0,63	0,000
217,71	36,037	10,000	185,19	937,42	0,0622	0,0000	24,98	-4,879	0,63	0,000
218,82	36,222	10,000	184,92	936,02	0,0573	0,0000	24,98	-4,879	0,63	0,000
219,95	36,404	10,000	184,64	934,63	0,0590	0,0000	24,98	-4,879	0,63	0,000
221,09	36,587	10,000	184,37	933,24	0,0582	0,0000	24,98	-4,879	0,63	0,000
222,21	36,770	10,000	184,09	931,85	0,0575	0,0000	24,98	-4,879	0,63	0,000
223,33	36,955	10,000	183,82	930,45	0,0594	0,0000	24,98	-4,879	0,63	0,000
224,45	37,155	10,000	183,52	928,93	0,0667	0,0000	24,98	-4,879	0,63	0,000
225,58	37,338	10,000	183,24	927,54	0,0620	0,0000	24,98	-4,879	0,63	0,000
226,71	37,522	10,000	182,97	926,15	0,0619	0,0000	24,98	-4,879	0,63	0,000
227,82	37,705	10,000	182,69	924,75	0,0617	0,0000	24,98	-4,879	0,63	0,000
228,95	37,905	10,000	182,39	923,24	0,0694	0,0000	24,98	-4,879	0,63	0,000
230,07	38,088	10,000	182,12	921,84	0,0679	0,0000	24,98	-4,879	0,63	0,000
231,21	38,272	10,000	181,84	920,45	0,0692	0,0000	24,98	-4,879	0,63	0,000
232,33	38,455	10,000	181,57	919,06	0,0719	0,0000	24,98	-4,879	0,63	0,000
233,44	38,637	10,000	181,29	917,68	0,0668	0,0000	24,98	-4,879	0,63	0,000
234,57	38,822	10,000	181,02	916,28	0,0719	0,0000	24,98	-4,879	0,63	0,000
235,69	39,020	10,000	180,72	914,77	0,0665	0,0000	24,98	-4,879	0,63	0,000
236,83	39,204	10,000	180,44	913,38	0,0752	0,0000	24,98	-4,879	0,63	0,000
237,95	39,388	10,000	180,17	911,97	0,0840	0,0000	24,98	-4,879	0,63	0,000
239,06	39,571	10,000	179,89	910,58	0,0789	0,0000	24,98	-4,879	0,63	0,000
240,21	39,755	10,000	179,62	909,19	0,0790	0,0000	24,98	-4,879	0,63	0,000
241,33	39,955	10,000	179,32	907,67	0,0799	0,0000	24,98	-4,879	0,63	0,000
242,44	40,138	10,000	179,04	906,28	0,0800	0,0000	24,98	-4,879	0,63	0,000
243,56	40,320	10,000	178,77	904,90	0,0753	0,0000	24,98	-4,879	0,63	0,000
244,67	40,505	10,000	178,49	903,50	0,0787	0,0000	24,98	-4,879	0,63	0,000
245,79	40,688	10,000	178,22	902,10	0,0816	0,0000	24,98	-4,879	0,63	0,000
246,79	40,855	10,000	177,97	900,84	0,0863	0,0000	24,98	-4,879	0,63	0,000
247,90	41,038	10,000	177,69	899,45	0,0937	0,0000	24,98	-4,879	0,63	0,000
249,02	41,221	10,000	177,42	898,05	0,0907	0,0000	24,98	-4,879	0,63	0,000
250,16	41,403	10,000	177,14	896,67	0,0881	0,0000	24,98	-4,879	0,63	0,000
251,29	41,603	10,000	176,84	895,15	0,0848	0,0000	24,98	-4,879	0,63	0,000
252,40	41,787	10,000	176,57	893,76	0,0883	0,0000	24,98	-4,879	0,63	0,000
253,53	41,970	10,000	176,29	892,37	0,0879	0,0000	24,98	-4,879	0,63	0,000
254,67	42,155	10,000	176,02	890,97	0,0883	0,0000	24,98	-4,879	0,63	0,000
255,79	42,355	10,000	175,72	889,45	0,0933	0,0000	24,98	-4,879	0,63	0,000
256,90	42,538	10,000	175,44	888,06	0,0977	0,0000	24,98	-4,879	0,63	0,000
258,03	42,721	10,000	175,17	886,67	0,0956	0,0000	24,98	-4,879	0,63	0,000
259,15	42,905	10,000	174,89	885,27	0,0982	0,0000	24,98	-4,879	0,63	0,000
260,16	43,071	10,000	174,64	884,01	0,1007	0,0000	24,98	-4,879	0,63	0,000
261,28	43,253	10,000	174,37	882,63	0,1057	0,0000	24,99	-4,879	0,63	0,000
262,38	43,438	10,000	174,09	881,23	0,1096	0,0000	24,99	-4,879	0,63	0,000
263,52	43,621	10,000	173,82	879,83	0,1142	0,0000	24,99	-4,879	0,63	0,000
264,63	43,821	10,000	173,52	878,31	0,1134	0,0000	24,99	-4,879	0,63	0,000
265,75	44,003	10,000	173,24	876,93	0,1213	0,0000	24,98	-4,879	0,63	0,000
266,76	44,170	10,000	172,99	875,67	0,1270	0,0000	24,98	-4,879	0,63	0,000
267,88	44,355	10,000	172,72	874,27	0,1272	0,0000	24,99	-4,879	0,63	0,000
268,99	44,537	10,000	172,44	872,88	0,1225	0,0000	24,99	-4,879	0,63	0,000
270,11	44,721	10,000	172,17	871,48	0,1208	0,0000	24,99	-4,879	0,63	0,000
271,24	44,903	10,000	171,90	870,10	0,1210	0,0000	24,99	-4,879	0,63	0,000
272,37	45,103	10,000	171,60	868,58	0,1245	0,0000	24,99	-4,879	0,63	0,000
273,48	45,287	10,000	171,32	867,19	0,1319	0,0000	24,99	-4,879	0,63	0,000
274,48	45,438	10,000	171,09	866,04	0,1318	0,0000	24,99	-4,879	0,63	0,000
275,58	45,638	10,000	170,79	864,52	0,1381	0,0000	24,99	-4,879	0,63	0,000
276,71	45,821	10,000	170,52	863,13	0,1366	0,0000	24,99	-4,879	0,63	0,000
277,84	46,003	10,000	170,25	861,75	0,1342	0,0000	24,99	-4,879	0,63	0,000
278,97	46,188	10,000	169,97	860,35	0,1474	0,0000	24,99	-4,879	0,63	0,000
280,08	46,370	10,000	169,70	858,96	0,1442	0,0000	24,99	-4,879	0,63	0,000
281,21	46,553	10,000	169,42	857,57	0,1555	0,0000	24,99	-4,879	0,63	0,000
282,32	46,755	10,000	169,12	856,04	0,1539	0,0000	24,99	-4,879	0,63	0,000
283,43	46,938	10,000	168,84	854,65	0,1523	0,0000	24,99	-4,879	0,63	0,000
284,56	47,121	10,000	168,57	853,26	0,1566	0,0000	24,99	-4,879	0,63	0,000
285,69	47,305	10,000	168,29	851,87	0,1603	0,0000	24,99	-4,879	0,63	0,000
286,83	47,488	10,000	168,02	850,48	0,1623	0,0000	24,99	-4,879	0,63	0,000
287,94	47,688	10,000	167,72	848,96	0,1696	0,0000	24,99	-4,879	0,63	0,000
289,08	47,870	10,000	167,45	847,58	0,1691	0,0000	24,99	-4,879	0,63	0,000
290,20	48,054	10,000	167,17	846,17	0,1667	0,0000	24,99	-4,879	0,63	0,000
291,31	48,238	10,000	166,89	844,78	0,1699	0,0000	24,99	-4,879	0,63	0,000
292,31	48,404	10,000	166,64	843,52	0,1686	0,0000	24,99	-4,879	0,63	0,000
293,42	48,587	10,000	166,37	842,13	0,1690	0,0000	24,99	-4,879	0,63	0,000
294,42	48,753	10,000	166,12	840,87	0,1682	0,0000	24,99	-4,879	0,63	0,000
295,52	48,937	10,000	165,85	839,48	0,1727	0,0000	24,99	-4,879	0,63	0,000
296,66	49,121	10,000	165,57	838,07	0,1726	0,0000	24,99	-4,879	0,63	0,000
297,79	49,303	10,000	165,30	836,69	0,1724	0,0000	24,99	-4,879	0,63	0,000
298,90	49,504	10,000	164,99	835,16	0,1728	0,0000	24,99	-4,879	0,63	0,000
300,02	49,688	10,000	164,72	833,77	0,1747	0,0000	24,99	-4,879	0,63	0,000
301,03	49,853	10,000	164,47	832,52	0,1777	0,0000	24,99	-4,879	0,63	0,000
302,13	50,036	10,000	164,20	831,12	0,1863	0,0000	24,99	-4,879	0,63	0,000
303,25	50,221	10,000	163,92	829,72	0,1847	0,0000	24,99	-4,879	0,63	0,000
304,39	50,404	10,000	163,64	828,33	0,1889	0,0000	24,99	-4,879	0,63	0,000
305,50	50,586	10,000	163,37	826,95	0,1905	0,0000	24,99	-4,879	0,63	0,000
306,51	50,753	10,000	163,12	825,68	0,1910	0,0000	24,99	-4,879	0,63	0,000
