Name           :	Sample1	
User           :		
Date           :	2023-xx-xx	

Probe1         :		
Perimeter      : 		

Probe2         :		
Perimeter      : 		

Trough         :		
Width          :		
Area           :		
Symmetric comp :		

Subphase       :		
Surface tension:		
pH             :		
Temperature    :		

Addition       :		
Concentration  :		
Unit           :	         	

Substance1     :		
MW             :		
Concentration  :		
Unit           :	           	
Volume         :		

Substance2     :		
MW             : 		
Concentration  : 		
Unit           :	         	
Volume         : 		

Substrate      :		
Height         : 		
Shape          : 	       	
Width          :		
Thickness      :		


t[s]	Bpos	Bspd	A[cm²]	Mma[Å²]	P1[mN/m]	P2[mN/m]	T[°C]	SP[V]	pH	AD[V]
290,96	48,188	10,000	166,97	1591,75	1,8354	0,0000	24,91	-4,879	0,63	0,000
291,97	48,354	10,000	166,72	1589,37	1,8195	0,0000	24,91	-4,879	0,63	0,000
293,09	48,537	10,000	166,45	1586,77	1,8240	0,0000	24,91	-4,879	0,63	0,000
294,09	48,703	10,000	166,20	1584,38	1,8257	0,0000	24,91	-4,879	0,63	0,000
295,23	48,888	10,000	165,92	1581,74	1,8364	0,0000	24,91	-4,879	0,63	0,000
296,36	49,086	10,000	165,62	1578,90	1,8490	0,0000	24,91	-4,879	0,63	0,000
297,49	49,271	10,000	165,34	1576,26	1,8585	0,0000	24,91	-4,879	0,63	0,000
298,62	49,454	10,000	165,07	1573,64	1,8632	0,0000	24,91	-4,879	0,63	0,000
299,73	49,638	10,000	164,79	1571,02	1,8691	0,0000	24,91	-4,879	0,63	0,000
300,87	49,821	10,000	164,52	1568,40	1,8788	0,0000	24,91	-4,879	0,63	0,000
302,00	50,021	10,000	164,22	1565,54	1,8928	0,0000	24,91	-4,879	0,63	0,000
303,12	50,203	10,000	163,95	1562,93	1,8990	0,0000	24,91	-4,879	0,63	0,000
304,23	50,388	10,000	163,67	1560,29	1,8923	0,0000	24,91	-4,879	0,63	0,000
305,37	50,571	10,000	163,39	1557,67	1,8931	0,0000	24,91	-4,879	0,63	0,000
306,50	50,754	10,000	163,12	1555,05	1,9041	0,0000	24,91	-4,879	0,63	0,000
307,62	50,953	10,000	162,82	1552,21	1,9070	0,0000	24,91	-4,879	0,63	0,000
308,75	51,138	10,000	162,54	1549,57	1,9131	0,0000	24,91	-4,879	0,63	0,000
309,87	51,321	10,000	162,27	1546,95	1,9189	0,0000	24,91	-4,879	0,63	0,000
310,98	51,504	10,000	161,99	1544,33	1,9244	0,0000	24,91	-4,879	0,63	0,000
312,12	51,688	10,000	161,72	1541,71	1,9258	0,0000	24,91	-4,879	0,63	0,000
313,25	51,886	10,000	161,42	1538,86	1,9284	0,0000	24,91	-4,879	0,63	0,000
314,37	52,071	10,000	161,14	1536,22	1,9403	0,0000	24,91	-4,879	0,63	0,000
315,50	52,254	10,000	160,87	1533,60	1,9419	0,0000	24,91	-4,879	0,63	0,000
316,61	52,438	10,000	160,59	1530,98	1,9538	0,0000	24,91	-4,879	0,63	0,000
317,75	52,621	10,000	160,32	1528,36	1,9605	0,0000	24,91	-4,879	0,63	0,000
318,87	52,820	10,000	160,02	1525,52	1,9680	0,0000	24,91	-4,879	0,63	0,000
319,98	53,004	10,000	159,74	1522,88	1,9803	0,0000	24,91	-4,879	0,63	0,000
321,12	53,186	10,000	159,47	1520,27	1,9933	0,0000	24,91	-4,879	0,63	0,000
322,25	53,371	10,000	159,19	1517,64	1,9996	0,0000	24,91	-4,879	0,63	0,000
323,37	53,553	10,000	158,92	1515,03	2,0081	0,0000	24,91	-4,879	0,63	0,000
324,50	53,753	10,000	158,62	1512,17	2,0178	0,0000	24,91	-4,879	0,63	0,000
325,61	53,938	10,000	158,34	1509,53	2,0207	0,0000	24,91	-4,879	0,63	0,000
326,75	54,120	10,000	158,07	1506,93	2,0317	0,0000	24,91	-4,879	0,63	0,000
327,87	54,304	10,000	157,79	1504,29	2,0391	0,0000	24,91	-4,879	0,63	0,000
329,00	54,488	10,000	157,52	1501,67	2,0551	0,0000	24,91	-4,879	0,63	0,000
330,12	54,686	10,000	157,22	1498,83	2,0380	0,0000	24,91	-4,879	0,63	0,000
331,25	54,870	10,000	156,95	1496,20	2,0511	0,0000	24,91	-4,879	0,63	0,000
332,37	55,053	10,000	156,67	1493,58	2,0615	0,0000	24,91	-4,879	0,63	0,000
333,50	55,236	10,000	156,40	1490,96	2,0565	0,0000	24,91	-4,879	0,63	0,000
334,62	55,421	10,000	156,12	1488,32	2,0744	0,0000	24,91	-4,879	0,63	0,000
335,75	55,621	10,000	155,82	1485,46	2,0747	0,0000	24,91	-4,879	0,63	0,000
336,87	55,803	10,000	155,55	1482,86	2,0849	0,0000	24,91	-4,879	0,63	0,000
338,00	55,986	10,000	155,27	1480,24	2,0995	0,0000	24,91	-4,879	0,63	0,000
339,12	56,170	10,000	155,00	1477,62	2,1035	0,0000	24,91	-4,879	0,63	0,000
340,25	56,353	10,000	154,72	1474,99	2,1092	0,0000	24,91	-4,879	0,63	0,000
341,37	56,554	10,000	154,42	1472,12	2,1227	0,0000	24,91	-4,879	0,63	0,000
342,50	56,737	10,000	154,14	1469,49	2,1213	0,0000	24,91	-4,879	0,63	0,000
343,62	56,920	10,000	153,87	1466,89	2,1211	0,0000	24,91	-4,879	0,63	0,000
344,73	57,104	10,000	153,59	1464,25	2,1317	0,0000	24,91	-4,879	0,63	0,000
345,87	57,286	10,000	153,32	1461,65	2,1417	0,0000	24,91	-4,879	0,63	0,000
346,98	57,471	10,000	153,04	1459,01	2,1477	0,0000	24,91	-4,879	0,63	0,000
348,12	57,669	10,000	152,75	1456,17	2,1734	0,0000	24,91	-4,879	0,63	0,000
349,25	57,854	10,000	152,47	1453,53	2,1796	0,0000	24,91	-4,879	0,63	0,000
350,36	58,036	10,000	152,20	1450,92	2,1832	0,0000	24,91	-4,879	0,63	0,000
351,50	58,221	10,000	151,92	1448,28	2,1935	0,0000	24,91	-4,879	0,63	0,000
352,62	58,404	10,000	151,64	1445,66	2,1921	0,0000	24,91	-4,879	0,63	0,000
353,75	58,603	10,000	151,35	1442,82	2,2069	0,0000	24,91	-4,879	0,63	0,000
354,87	58,787	10,000	151,07	1440,18	2,2196	0,0000	24,91	-4,879	0,63	0,000
356,00	58,971	10,000	150,79	1437,56	2,2397	0,0000	24,91	-4,879	0,63	0,000
357,12	59,154	10,000	150,52	1434,94	2,2348	0,0000	24,91	-4,879	0,63	0,000
358,25	59,336	10,000	150,25	1432,33	2,2483	0,0000	24,91	-4,879	0,63	0,000
359,37	59,536	10,000	149,95	1429,47	2,2568	0,0000	24,91	-4,879	0,63	0,000
360,50	59,719	10,000	149,67	1426,85	2,2608	0,0000	24,91	-4,879	0,63	0,000
361,62	59,903	10,000	149,40	1424,23	2,2703	0,0000	24,91	-4,879	0,63	0,000
362,73	60,086	10,000	149,12	1421,61	2,2897	0,0000	24,91	-4,879	0,63	0,000
363,87	60,271	10,000	148,84	1418,97	2,3029	0,0000	24,91	-4,879	0,63	0,000
365,00	60,469	10,000	148,55	1416,13	2,3124	0,0000	24,91	-4,879	0,63	0,000
366,12	60,654	10,000	148,27	1413,49	2,3116	0,0000	24,91	-4,879	0,63	0,000
367,25	60,837	10,000	147,99	1410,87	2,3228	0,0000	24,91	-4,879	0,63	0,000
368,37	61,021	10,000	147,72	1408,25	2,3211	0,0000	24,91	-4,879	0,63	0,000
369,50	61,204	10,000	147,44	1405,62	2,3403	0,0000	24,91	-4,879	0,63	0,000
370,62	61,404	10,000	147,14	1402,76	2,3527	0,0000	24,91	-4,879	0,63	0,000
371,73	61,586	10,000	146,87	1400,16	2,3730	0,0000	24,91	-4,879	0,63	0,000
372,87	61,769	10,000	146,60	1397,54	2,3782	0,0000	24,91	-4,879	0,63	0,000
374,00	61,953	10,000	146,32	1394,92	2,3773	0,0000	24,91	-4,879	0,63	0,000
375,11	62,136	10,000	146,05	1392,30	2,3928	0,0000	24,91	-4,879	0,63	0,000
376,25	62,336	10,000	145,75	1389,44	2,4018	0,0000	24,91	-4,879	0,63	0,000
377,37	62,519	10,000	145,47	1386,81	2,4207	0,0000	24,91	-4,879	0,63	0,000
378,48	62,703	10,000	145,20	1384,19	2,4327	0,0000	24,91	-4,879	0,63	0,000
379,62	62,887	10,000	144,92	1381,55	2,4344	0,0000	24,91	-4,879	0,63	0,000
380,75	63,071	10,000	144,64	1378,93	2,4469	0,0000	24,91	-4,879	0,63	0,000
381,87	63,271	10,000	144,34	1376,07	2,4603	0,0000	24,91	-4,879	0,63	0,000
383,00	63,454	10,000	144,07	1373,45	2,4607	0,0000	24,91	-4,879	0,63	0,000
384,11	63,637	10,000	143,79	1370,83	2,4820	0,0000	24,91	-4,879	0,63	0,000
385,25	63,821	10,000	143,52	1368,21	2,4994	0,0000	24,91	-4,879	0,63	0,000
386,37	64,004	10,000	143,24	1365,59	2,4978	0,0000	24,91	-4,879	0,63	0,000
387,50	64,203	10,000	142,95	1362,74	2,5080	0,0000	24,91	-4,879	0,63	0,000
388,62	64,386	10,000	142,67	1360,12	2,5125	0,0000	24,91	-4,879	0,63	0,000
389,75	64,569	10,000	142,40	1357,50	2,5246	0,0000	24,91	-4,879	0,63	0,000
390,87	64,753	10,000	142,12	1354,88	2,5312	0,0000	24,91	-4,879	0,63	0,000
392,00	64,937	10,000	141,84	1352,24	2,5437	0,0000	24,91	-4,879	0,63	0,000
393,11	65,120	10,000	141,57	1349,62	2,5596	0,0000	24,91	-4,879	0,63	0,000
394,25	65,319	10,000	141,27	1346,78	2,5591	0,0000	24,91	-4,879	0,63	0,000
395,37	65,504	10,000	140,99	1344,14	2,5733	0,0000	24,91	-4,879	0,63	0,000
396,48	65,687	10,000	140,72	1341,51	2,5828	0,0000	24,91	-4,879	0,63	0,000
397,62	65,870	10,000	140,44	1338,89	2,5870	0,0000	24,91	-4,879	0,63	0,000
398,75	66,054	10,000	140,17	1336,27	2,6132	0,0000	24,90	-4,879	0,63	0,000
399,87	66,254	10,000	139,87	1333,41	2,6251	0,0000	24,90	-4,879	0,63	0,000
401,00	66,437	10,000	139,59	1330,79	2,6313	0,0000	24,90	-4,879	0,63	0,000
402,12	66,619	10,000	139,32	1328,19	2,6376	0,0000	24,90	-4,879	0,63	0,000
403,25	66,804	10,000	139,04	1325,55	2,6515	0,0000	24,90	-4,879	0,63	0,000
404,37	66,987	10,000	138,77	1322,93	2,6714	0,0000	24,90	-4,879	0,63	0,000
405,50	67,187	10,000	138,47	1320,07	2,6761	0,0000	24,90	-4,879	0,63	0,000
406,62	67,369	10,000	138,20	1317,46	2,6939	0,0000	24,90	-4,879	0,63	0,000
407,75	67,554	10,000	137,92	1314,82	2,7094	0,0000	24,90	-4,879	0,63	0,000
408,86	67,736	10,000	137,65	1312,22	2,7179	0,0000	24,90	-4,879	0,63	0,000
410,00	67,920	10,000	137,37	1309,58	2,7232	0,0000	24,90	-4,879	0,63	0,000
411,12	68,120	10,000	137,07	1306,72	2,7301	0,0000	24,90	-4,879	0,63	0,000
412,25	68,302	10,000	136,80	1304,12	2,7320	0,0000	24,90	-4,879	0,63	0,000
413,37	68,487	10,000	136,52	1301,48	2,7590	0,0000	24,90	-4,879	0,63	0,000
414,50	68,669	10,000	136,25	1298,87	2,7598	0,0000	24,90	-4,879	0,63	0,000
415,62	68,854	10,000	135,97	1296,23	2,7760	0,0000	24,90	-4,879	0,63	0,000
416,75	69,054	10,000	135,67	1293,37	2,7922	0,0000	24,90	-4,879	0,63	0,000
417,86	69,236	10,000	135,40	1290,77	2,8118	0,0000	24,90	-4,879	0,63	0,000
419,00	69,419	10,000	135,12	1288,15	2,8141	0,0000	24,90	-4,879	0,63	0,000
420,12	69,602	10,000	134,85	1285,53	2,8358	0,0000	24,90	-4,879	0,63	0,000
421,23	69,787	10,000	134,57	1282,89	2,8427	0,0000	24,90	-4,879	0,63	0,000
422,37	69,987	10,000	134,27	1280,03	2,8528	0,0000	24,90	-4,879	0,63	0,000
423,50	70,170	10,000	133,99	1277,41	2,8677	0,0000	24,90	-4,879	0,63	0,000
424,62	70,354	10,000	133,72	1274,78	2,8911	0,0000	24,90	-4,879	0,63	0,000
425,75	70,537	10,000	133,44	1272,16	2,9062	0,0000	24,90	-4,879	0,63	0,000
426,86	70,720	10,000	133,17	1269,54	2,9132	0,0000	24,90	-4,879	0,63	0,000
428,00	70,920	10,000	132,87	1266,68	2,9271	0,0000	24,90	-4,879	0,63	0,000
429,13	71,102	10,000	132,60	1264,08	2,9413	0,0000	24,90	-4,879	0,63	0,000
430,25	71,286	10,000	132,32	1261,46	2,9543	0,0000	24,90	-4,879	0,63	0,000
431,38	71,470	10,000	132,04	1258,82	2,9565	0,0000	24,90	-4,879	0,63	0,000
432,50	71,654	10,000	131,77	1256,20	2,9718	0,0000	24,90	-4,879	0,63	0,000
433,63	71,854	10,000	131,47	1253,34	2,9892	0,0000	24,90	-4,879	0,63	0,000
434,75	72,036	10,000	131,20	1250,73	3,0095	0,0000	24,90	-4,879	0,63	0,000
435,88	72,219	10,000	130,92	1248,11	3,0193	0,0000	24,90	-4,879	0,63	0,000
437,00	72,402	10,000	130,65	1245,49	3,0329	0,0000	24,90	-4,879	0,63	0,000
438,13	72,587	10,000	130,37	1242,85	3,0428	0,0000	24,90	-4,879	0,63	0,000
439,25	72,786	10,000	130,07	1240,01	3,0685	0,0000	24,90	-4,879	0,63	0,000
440,38	72,969	10,000	129,80	1237,39	3,0805	0,0000	24,90	-4,879	0,63	0,000
441,50	73,153	10,000	129,52	1234,75	3,0937	0,0000	24,90	-4,879	0,63	0,000
442,63	73,337	10,000	129,24	1232,13	3,1113	0,0000	24,90	-4,879	0,63	0,000
443,75	73,519	10,000	128,97	1229,52	3,1226	0,0000	24,90	-4,879	0,63	0,000
444,88	73,719	10,000	128,67	1226,66	3,1363	0,0000	24,90	-4,879	0,63	0,000
446,00	73,903	10,000	128,39	1224,02	3,1572	0,0000	24,90	-4,879	0,63	0,000
447,12	74,087	10,000	128,12	1221,40	3,1755	0,0000	24,90	-4,879	0,63	0,000
448,25	74,270	10,000	127,84	1218,78	3,1880	0,0000	24,90	-4,879	0,63	0,000
449,37	74,452	10,000	127,57	1216,18	3,2006	0,0000	24,90	-4,879	0,63	0,000
450,50	74,637	10,000	127,29	1213,54	3,2124	0,0000	24,90	-4,879	0,63	0,000
451,62	74,835	10,000	127,00	1210,69	3,2247	0,0000	24,90	-4,879	0,63	0,000
452,75	75,020	10,000	126,72	1208,05	3,2364	0,0000	24,90	-4,879	0,63	0,000
453,87	75,203	10,000	126,44	1205,43	3,2507	0,0000	24,90	-4,879	0,63	0,000
455,00	75,387	10,000	126,17	1202,81	3,2660	0,0000	24,90	-4,879	0,63	0,000
456,12	75,569	10,000	125,90	1200,21	3,2784	0,0000	24,90	-4,879	0,63	0,000
457,25	75,770	10,000	125,59	1197,33	3,2913	0,0000	24,90	-4,879	0,63	0,000
458,37	75,953	10,000	125,32	1194,71	3,3165	0,0000	24,90	-4,879	0,63	0,000
459,50	76,137	10,000	125,04	1192,09	3,3266	0,0000	24,90	-4,879	0,63	0,000
460,62	76,320	10,000	124,77	1189,47	3,3397	0,0000	24,90	-4,879	0,63	0,000
461,75	76,503	10,000	124,49	1186,84	3,3571	0,0000	24,90	-4,879	0,63	0,000
462,87	76,702	10,000	124,20	1184,00	3,3791	0,0000	24,90	-4,879	0,63	0,000
464,00	76,885	10,000	123,92	1181,38	3,3919	0,0000	24,90	-4,879	0,63	0,000
465,12	77,070	10,000	123,65	1178,74	3,4082	0,0000	24,90	-4,879	0,63	0,000
466,25	77,253	10,000	123,37	1176,12	3,4164	0,0000	24,90	-4,879	0,63	0,000
467,37	77,435	10,000	123,10	1173,52	3,4393	0,0000	24,90	-4,879	0,63	0,000
468,50	77,637	10,000	122,80	1170,64	3,4540	0,0000	24,90	-4,879	0,63	0,000
469,62	77,820	10,000	122,52	1168,02	3,4627	0,0000	24,90	-4,879	0,63	0,000
470,75	78,002	10,000	122,25	1165,41	3,4802	0,0000	24,90	-4,879	0,63	0,000
471,87	78,185	10,000	121,97	1162,79	3,4989	0,0000	24,90	-4,879	0,63	0,000
473,00	78,370	10,000	121,70	1160,15	3,5228	0,0000	24,90	-4,879	0,63	0,000
474,12	78,570	10,000	121,40	1157,29	3,5465	0,0000	24,90	-4,879	0,63	0,000
475,25	78,753	10,000	121,12	1154,67	3,5607	0,0000	24,90	-4,879	0,63	0,000
476,37	78,935	10,000	120,85	1152,07	3,5817	0,0000	24,90	-4,879	0,63	0,000
477,50	79,120	10,000	120,57	1149,43	3,5958	0,0000	24,90	-4,879	0,63	0,000
478,62	79,303	10,000	120,30	1146,81	3,6165	0,0000	24,90	-4,879	0,63	0,000
479,75	79,503	10,000	120,00	1143,95	3,6413	0,0000	24,90	-4,879	0,63	0,000
480,87	79,687	10,000	119,72	1141,32	3,6654	0,0000	24,90	-4,879	0,63	0,000
482,00	79,869	10,000	119,45	1138,72	3,6795	0,0000	24,90	-4,879	0,63	0,000
483,12	80,053	10,000	119,17	1136,08	3,6956	0,0000	24,90	-4,879	0,63	0,000
484,25	80,237	10,000	118,90	1133,46	3,7185	0,0000	24,90	-4,879	0,63	0,000
485,37	80,437	10,000	118,60	1130,60	3,7296	0,0000	24,90	-4,879	0,63	0,000
486,50	80,619	10,000	118,32	1128,00	3,7480	0,0000	24,90	-4,879	0,63	0,000
487,62	80,803	10,000	118,05	1125,36	3,7619	0,0000	24,90	-4,879	0,63	0,000
488,75	80,987	10,000	117,77	1122,74	3,7800	0,0000	24,90	-4,879	0,63	0,000
489,87	81,170	10,000	117,50	1120,11	3,7959	0,0000	24,90	-4,879	0,63	0,000
491,00	81,370	10,000	117,20	1117,25	3,8174	0,0000	24,90	-4,879	0,63	0,000
492,12	81,552	10,000	116,92	1114,65	3,8364	0,0000	24,90	-4,879	0,63	0,000
493,25	81,735	10,000	116,65	1112,03	3,8543	0,0000	24,90	-4,879	0,63	0,000
494,37	81,920	10,000	116,37	1109,39	3,8762	0,0000	24,90	-4,879	0,63	0,000
495,50	82,103	10,000	116,10	1106,77	3,8908	0,0000	24,90	-4,879	0,63	0,000
496,62	82,303	10,000	115,80	1103,91	3,9227	0,0000	24,90	-4,879	0,63	0,000
497,75	82,486	10,000	115,52	1101,29	3,9318	0,0000	24,90	-4,879	0,63	0,000
498,87	82,668	10,000	115,25	1098,68	3,9474	0,0000	24,90	-4,879	0,63	0,000
500,00	82,852	10,000	114,97	1096,06	3,9650	0,0000	24,90	-4,879	0,63	0,000
501,12	83,035	10,000	114,70	1093,44	3,9766	0,0000	24,90	-4,879	0,63	0,000
502,25	83,220	10,000	114,42	1090,80	4,0010	0,0000	24,90	-4,879	0,63	0,000
503,37	83,420	10,000	114,12	1087,94	4,0181	0,0000	24,90	-4,879	0,63	0,000
504,50	83,602	10,000	113,85	1085,34	4,0414	0,0000	24,90	-4,879	0,63	0,000
505,62	83,786	10,000	113,57	1082,70	4,0661	0,0000	24,90	-4,879	0,63	0,000
506,75	83,970	10,000	113,30	1080,08	4,0801	0,0000	24,90	-4,879	0,63	0,000
507,87	84,153	10,000	113,02	1077,45	4,1004	0,0000	24,90	-4,879	0,63	0,000
509,00	84,353	10,000	112,72	1074,59	4,1171	0,0000	24,90	-4,879	0,63	0,000
510,12	84,536	10,000	112,45	1071,97	4,1333	0,0000	24,90	-4,879	0,63	0,000
511,25	84,720	10,000	112,17	1069,35	4,1614	0,0000	24,90	-4,879	0,63	0,000
512,37	84,903	10,000	111,90	1066,73	4,1761	0,0000	24,90	-4,879	0,63	0,000
513,50	85,086	10,000	111,62	1064,11	4,2009	0,0000	24,90	-4,879	0,63	0,000
514,62	85,286	10,000	111,32	1061,25	4,2235	0,0000	24,90	-4,879	0,63	0,000
515,75	85,470	10,000	111,05	1058,63	4,2325	0,0000	24,90	-4,879	0,63	0,000
516,87	85,653	10,000	110,77	1056,01	4,2559	0,0000	24,90	-4,879	0,63	0,000
518,00	85,836	10,000	110,50	1053,38	4,2738	0,0000	24,90	-4,879	0,63	0,000
519,12	86,020	10,000	110,22	1050,76	4,2977	0,0000	24,90	-4,879	0,63	0,000
520,25	86,220	10,000	109,92	1047,90	4,3133	0,0000	24,90	-4,879	0,63	0,000
521,37	86,402	10,000	109,65	1045,30	4,3333	0,0000	24,90	-4,879	0,63	0,000
522,50	86,586	10,000	109,37	1042,66	4,3524	0,0000	24,90	-4,879	0,63	0,000
523,62	86,768	10,000	109,10	1040,06	4,3863	0,0000	24,90	-4,879	0,63	0,000
524,75	86,953	10,000	108,82	1037,42	4,4014	0,0000	24,90	-4,879	0,63	0,000
525,87	87,153	10,000	108,52	1034,56	4,4335	0,0000	24,90	-4,879	0,63	0,000
527,00	87,336	10,000	108,25	1031,93	4,4529	0,0000	24,90	-4,879	0,63	0,000
528,13	87,518	10,000	107,97	1029,33	4,4721	0,0000	24,90	-4,879	0,63	0,000
529,25	87,702	10,000	107,70	1026,71	4,4887	0,0000	24,90	-4,879	0,63	0,000
530,38	87,885	10,000	107,42	1024,09	4,5136	0,0000	24,90	-4,879	0,63	0,000
531,50	88,086	10,000	107,12	1021,21	4,5306	0,0000	24,90	-4,879	0,63	0,000
532,63	88,268	10,000	106,85	1018,61	4,5511	0,0000	24,90	-4,879	0,63	0,000
533,75	88,452	10,000	106,57	1015,99	4,5761	0,0000	24,90	-4,879	0,63	0,000
534,88	88,635	10,000	106,30	1013,36	4,6008	0,0000	24,90	-4,879	0,63	0,000
536,00	88,820	10,000	106,02	1010,72	4,6331	0,0000	24,90	-4,879	0,63	0,000
537,13	89,020	10,000	105,72	1007,86	4,6563	0,0000	24,90	-4,879	0,63	0,000
538,25	89,202	10,000	105,45	1005,26	4,6795	0,0000	24,90	-4,879	0,63	0,000
539,38	89,386	10,000	105,17	1002,62	4,7088	0,0000	24,90	-4,879	0,63	0,000
540,50	89,568	10,000	104,90	1000,02	4,7354	0,0000	24,90	-4,879	0,63	0,000
541,63	89,753	10,000	104,62	997,38	4,7560	0,0000	24,90	-4,879	0,63	0,000
542,75	89,952	10,000	104,32	994,54	4,7726	0,0000	24,90	-4,879	0,63	0,000
543,88	90,136	10,000	104,05	991,90	4,7920	0,0000	24,90	-4,879	0,63	0,000
545,00	90,318	10,000	103,77	989,29	4,8137	0,0000	24,90	-4,879	0,63	0,000
546,13	90,502	10,000	103,50	986,67	4,8337	0,0000	24,90	-4,879	0,63	0,000
547,25	90,686	10,000	103,22	984,03	4,8579	0,0000	24,90	-4,879	0,63	0,000
548,38	90,885	10,000	102,92	981,19	4,8893	0,0000	24,90	-4,879	0,63	0,000
549,50	91,069	10,000	102,65	978,55	4,9105	0,0000	24,90	-4,879	0,63	0,000
550,63	91,251	10,000	102,37	975,95	4,9388	0,0000	24,90	-4,879	0,63	0,000
551,75	91,436	10,000	102,10	973,31	4,9630	0,0000	24,90	-4,879	0,63	0,000
552,88	91,619	10,000	101,82	970,69	4,9919	0,0000	24,90	-4,879	0,63	0,000
554,00	91,803	10,000	101,55	968,06	5,0041	0,0000	24,90	-4,879	0,63	0,000
555,13	92,003	10,000	101,25	965,20	5,0371	0,0000	24,90	-4,879	0,63	0,000
556,25	92,186	10,000	100,97	962,58	5,0581	0,0000	24,90	-4,879	0,63	0,000
557,38	92,368	10,000	100,70	959,98	5,0823	0,0000	24,90	-4,879	0,63	0,000
558,50	92,551	10,000	100,42	957,36	5,1132	0,0000	24,90	-4,879	0,63	0,000
559,63	92,736	10,000	100,15	954,72	5,1353	0,0000	24,90	-4,879	0,63	0,000
560,75	92,936	10,000	99,85	951,86	5,1486	0,0000	24,90	-4,879	0,63	0,000
561,88	93,119	10,000	99,57	949,24	5,1764	0,0000	24,90	-4,879	0,63	0,000
563,00	93,303	10,000	99,30	946,62	5,1943	0,0000	24,90	-4,879	0,63	0,000
564,13	93,486	10,000	99,02	943,99	5,2263	0,0000	24,90	-4,879	0,63	0,000
565,25	93,668	10,000	98,75	941,39	5,2532	0,0000	24,90	-4,879	0,63	0,000
566,38	93,868	10,000	98,45	938,53	5,2706	0,0000	24,90	-4,879	0,63	0,000
567,50	94,053	10,000	98,17	935,89	5,2966	0,0000	24,90	-4,879	0,63	0,000
568,63	94,236	10,000	97,90	933,27	5,3158	0,0000	24,90	-4,879	0,63	0,000
569,75	94,419	10,000	97,62	930,65	5,3431	0,0000	24,90	-4,879	0,63	0,000
570,88	94,603	10,000	97,35	928,03	5,3728	0,0000	24,90	-4,879	0,63	0,000
572,00	94,801	10,000	97,05	925,18	5,3942	0,0000	24,90	-4,879	0,63	0,000
573,13	94,985	10,000	96,77	922,56	5,4240	0,0000	24,90	-4,879	0,63	0,000
574,25	95,169	10,000	96,50	919,92	5,4488	0,0000	24,90	-4,879	0,63	0,000
575,38	95,351	10,000	96,22	917,32	5,4682	0,0000	24,90	-4,879	0,63	0,000
576,50	95,535	10,000	95,95	914,70	5,4921	0,0000	24,90	-4,879	0,63	0,000
577,63	95,736	10,000	95,65	911,82	5,5159	0,0000	24,90	-4,879	0,63	0,000
578,75	95,919	10,000	95,37	909,20	5,5474	0,0000	24,90	-4,879	0,63	0,000
579,88	96,101	10,000	95,10	906,60	5,5736	0,0000	24,90	-4,879	0,63	0,000
581,00	96,285	10,000	94,82	903,97	5,6064	0,0000	24,90	-4,879	0,63	0,000
582,13	96,469	10,000	94,55	901,33	5,6344	0,0000	24,90	-4,879	0,63	0,000
583,25	96,668	10,000	94,25	898,49	5,6675	0,0000	24,90	-4,879	0,63	0,000
584,38	96,853	10,000	93,97	895,85	5,6854	0,0000	24,90	-4,879	0,63	0,000
585,50	97,035	10,000	93,70	893,25	5,7062	0,0000	24,90	-4,879	0,63	0,000
586,63	97,219	10,000	93,42	890,61	5,7341	0,0000	24,90	-4,879	0,63	0,000
587,75	97,401	10,000	93,15	888,01	5,7597	0,0000	24,90	-4,879	0,63	0,000
588,88	97,601	10,000	92,85	885,15	5,7798	0,0000	24,90	-4,879	0,63	0,000
590,00	97,786	10,000	92,57	882,51	5,8057	0,0000	24,90	-4,879	0,63	0,000
591,13	97,969	10,000	92,30	879,88	5,8357	0,0000	24,90	-4,879	0,63	0,000
592,25	98,151	10,000	92,02	877,28	5,8536	0,0000	24,90	-4,879	0,63	0,000
593,38	98,336	10,000	91,75	874,64	5,8750	0,0000	24,90	-4,879	0,63	0,000
594,50	98,535	10,000	91,45	871,80	5,9074	0,0000	24,90	-4,879	0,63	0,000
595,63	98,718	10,000	91,17	869,18	5,9320	0,0000	24,90	-4,879	0,63	0,000
596,75	98,902	10,000	90,90	866,54	5,9793	0,0000	24,90	-4,879	0,63	0,000
597,88	99,086	10,000	90,62	863,92	6,0053	0,0000	24,90	-4,879	0,63	0,000
599,00	99,269	10,000	90,35	861,30	6,0403	0,0000	24,90	-4,879	0,63	0,000
600,13	99,468	10,000	90,05	858,45	6,0582	0,0000	24,90	-4,879	0,63	0,000
601,25	99,652	10,000	89,77	855,81	6,0957	0,0000	24,90	-4,879	0,63	0,000
602,38	99,834	10,000	89,50	853,21	6,1336	0,0000	24,90	-4,879	0,63	0,000
603,50	100,019	10,000	89,22	850,57	6,1449	0,0000	24,90	-4,879	0,63	0,000
604,63	100,202	10,000	88,95	847,95	6,1839	0,0000	24,90	-4,879	0,63	0,000
605,75	100,402	10,000	88,65	845,09	6,1948	0,0000	24,90	-4,879	0,63	0,000
606,88	100,586	10,000	88,37	842,47	6,2342	0,0000	24,90	-4,879	0,63	0,000
608,00	100,769	10,000	88,10	839,85	6,2720	0,0000	24,90	-4,879	0,63	0,000
609,13	100,952	10,000	87,82	837,23	6,2922	0,0000	24,90	-4,879	0,63	0,000
610,25	101,136	10,000	87,55	834,60	6,3352	0,0000	24,90	-4,879	0,63	0,000
