Name           :	Sample6	
User           :		
Date           :	2023-xx-xx	

Probe1         :		
Perimeter      : 		

Probe2         :		
Perimeter      : 		

Trough         :		
Width          :		
Area           :		
Symmetric comp :		

Subphase       :		
Surface tension:		
pH             :		
Temperature    :		

Addition       :		
Concentration  :		
Unit           :	         	

Substance1     :		
MW             :		
Concentration  :		
Unit           :	           	
Volume         :		

Substance2     :		
MW             : 		
Concentration  : 		
Unit           :	         	
Volume         : 		

Substrate      :		
Height         : 		
Shape          : 	       	
Width          :		
Thickness      :		


t[s]	Bpos	Bspd	A[cm²]	Mma[Å²]	P1[mN/m]	P2[mN/m]	T[°C]	SP[V]	pH	AD[V]
25,68	4,190	10,000	232,97	2220,92	0,8016	0,0000	25,00	-4,879	0,63	0,000
26,81	4,372	10,000	232,69	2218,32	0,8028	0,0000	25,00	-4,879	0,63	0,000
27,81	4,538	10,000	232,44	2215,94	0,8052	0,0000	25,00	-4,879	0,63	0,000
28,94	4,722	10,000	232,17	2213,32	0,8283	0,0000	25,00	-4,879	0,63	0,000
30,05	4,922	10,000	231,87	2210,46	0,8538	0,0000	25,00	-4,879	0,63	0,000
31,17	5,105	10,000	231,59	2207,83	0,8565	0,0000	25,00	-4,879	0,63	0,000
32,30	5,288	10,000	231,32	2205,21	0,8606	0,0000	25,00	-4,879	0,63	0,000
33,42	5,472	10,000	231,04	2202,59	0,8666	0,0000	25,00	-4,879	0,63	0,000
34,57	5,656	10,000	230,77	2199,95	0,8593	0,0000	25,00	-4,879	0,63	0,000
35,69	5,856	10,000	230,47	2197,09	0,8505	0,0000	25,00	-4,879	0,63	0,000
36,80	6,038	10,000	230,19	2194,49	0,8527	0,0000	25,00	-4,879	0,63	0,000
37,92	6,223	10,000	229,92	2191,85	0,8581	0,0000	25,00	-4,879	0,63	0,000
41,35	6,289	10,000	229,82	2190,90	0,8579	0,0000	25,00	-4,879	0,63	0,000
42,37	6,955	10,000	228,82	2181,38	0,8488	0,0000	25,00	-4,879	0,63	0,000
43,51	7,139	10,000	228,54	2178,74	0,8456	0,0000	25,00	-4,879	0,63	0,000
44,62	7,338	10,000	228,24	2175,90	0,8536	0,0000	25,00	-4,879	0,63	0,000
45,76	7,523	10,000	227,97	2173,26	0,8554	0,0000	25,00	-4,879	0,63	0,000
46,86	7,705	10,000	227,69	2170,66	0,8599	0,0000	25,00	-4,879	0,63	0,000
47,98	7,888	10,000	227,42	2168,03	0,8635	0,0000	25,00	-4,879	0,63	0,000
49,11	8,073	10,000	227,14	2165,39	0,8813	0,0000	25,00	-4,879	0,63	0,000
50,25	8,256	10,000	226,87	2162,77	0,8916	0,0000	25,00	-4,879	0,63	0,000
51,37	8,455	10,000	226,57	2159,93	0,9041	0,0000	25,00	-4,879	0,63	0,000
52,50	8,639	10,000	226,29	2157,29	0,9183	0,0000	25,00	-4,879	0,63	0,000
53,61	8,821	10,000	226,02	2154,69	0,9084	0,0000	25,00	-4,879	0,63	0,000
54,75	9,005	10,000	225,74	2152,07	0,9050	0,0000	25,00	-4,879	0,63	0,000
55,86	9,189	10,000	225,47	2149,43	0,9010	0,0000	25,00	-4,879	0,63	0,000
56,97	9,389	10,000	225,17	2146,57	0,8957	0,0000	25,00	-4,879	0,63	0,000
58,11	9,571	10,000	224,89	2143,96	0,8891	0,0000	25,01	-4,879	0,63	0,000
59,24	9,755	10,000	224,62	2141,34	0,8852	0,0000	25,01	-4,879	0,63	0,000
60,35	9,939	10,000	224,34	2138,70	0,8919	0,0000	25,01	-4,879	0,63	0,000
61,49	10,123	10,000	224,07	2136,08	0,9129	0,0000	25,01	-4,879	0,63	0,000
62,60	10,323	10,000	223,77	2133,22	0,9117	0,0000	25,01	-4,879	0,63	0,000
63,60	10,473	10,000	223,54	2131,08	0,9220	0,0000	25,01	-4,879	0,63	0,000
64,73	10,671	10,000	223,24	2128,23	0,9344	0,0000	25,01	-4,879	0,63	0,000
65,85	10,856	10,000	222,97	2125,59	0,9330	0,0000	25,01	-4,879	0,63	0,000
66,98	11,038	10,000	222,69	2122,99	0,9461	0,0000	25,01	-4,879	0,63	0,000
68,10	11,221	10,000	222,42	2120,37	0,9529	0,0000	25,01	-4,879	0,63	0,000
69,21	11,405	10,000	222,14	2117,75	0,9425	0,0000	25,01	-4,879	0,63	0,000
70,35	11,606	10,000	221,84	2114,87	0,9315	0,0000	25,01	-4,879	0,63	0,000
71,48	11,788	10,000	221,57	2112,27	0,9291	0,0000	25,01	-4,879	0,63	0,000
72,60	11,973	10,000	221,29	2109,63	0,9141	0,0000	25,01	-4,879	0,63	0,000
73,73	12,156	10,000	221,02	2107,01	0,9071	0,0000	25,01	-4,879	0,63	0,000
74,85	12,338	10,000	220,74	2104,40	0,9202	0,0000	25,01	-4,879	0,63	0,000
75,97	12,521	10,000	220,47	2101,78	0,9250	0,0000	25,01	-4,879	0,63	0,000
77,10	12,721	10,000	220,17	2098,92	0,9236	0,0000	25,01	-4,879	0,63	0,000
78,22	12,905	10,000	219,89	2096,30	0,9214	0,0000	25,01	-4,879	0,63	0,000
79,34	13,088	10,000	219,62	2093,68	0,9280	0,0000	25,01	-4,879	0,63	0,000
80,47	13,273	10,000	219,34	2091,04	0,9359	0,0000	25,01	-4,879	0,63	0,000
81,59	13,456	10,000	219,07	2088,42	0,9527	0,0000	25,01	-4,879	0,63	0,000
82,72	13,655	10,000	218,77	2085,58	0,9560	0,0000	25,01	-4,879	0,63	0,000
83,83	13,838	10,000	218,49	2082,95	0,9526	0,0000	25,01	-4,879	0,63	0,000
84,95	14,021	10,000	218,22	2080,33	0,9508	0,0000	25,01	-4,879	0,63	0,000
86,09	14,205	10,000	217,94	2077,71	0,9376	0,0000	25,01	-4,879	0,63	0,000
87,22	14,388	10,000	217,67	2075,09	0,9261	0,0000	25,01	-4,879	0,63	0,000
88,35	14,589	10,000	217,37	2072,21	0,9306	0,0000	25,01	-4,879	0,63	0,000
89,47	14,772	10,000	217,09	2069,59	0,9391	0,0000	25,01	-4,879	0,63	0,000
90,59	14,955	10,000	216,82	2066,99	0,9373	0,0000	25,01	-4,879	0,63	0,000
91,71	15,138	10,000	216,54	2064,36	0,9381	0,0000	25,01	-4,879	0,63	0,000
92,84	15,322	10,000	216,27	2061,72	0,9724	0,0000	25,01	-4,879	0,63	0,000
93,96	15,505	10,000	215,99	2059,12	0,9860	0,0000	25,02	-4,879	0,63	0,000
95,07	15,706	10,000	215,69	2056,24	0,9992	0,0000	25,02	-4,879	0,63	0,000
96,20	15,888	10,000	215,42	2053,64	0,9949	0,0000	25,02	-4,879	0,63	0,000
97,33	16,071	10,000	215,14	2051,02	0,9839	0,0000	25,02	-4,879	0,63	0,000
98,45	16,256	10,000	214,87	2048,38	0,9670	0,0000	25,02	-4,879	0,63	0,000
99,56	16,438	10,000	214,59	2045,78	0,9557	0,0000	25,02	-4,879	0,63	0,000
100,70	16,638	10,000	214,29	2042,92	0,9546	0,0000	25,02	-4,879	0,63	0,000
101,83	16,821	10,000	214,02	2040,29	0,9668	0,0000	25,02	-4,879	0,63	0,000
102,95	17,006	10,000	213,74	2037,65	0,9690	0,0000	25,02	-4,879	0,63	0,000
104,07	17,189	10,000	213,47	2035,03	0,9671	0,0000	25,01	-4,879	0,63	0,000
105,19	17,372	10,000	213,19	2032,41	0,9666	0,0000	25,01	-4,879	0,63	0,000
106,32	17,556	10,000	212,92	2029,79	0,9684	0,0000	25,01	-4,879	0,63	0,000
107,44	17,754	10,000	212,62	2026,95	0,9771	0,0000	25,01	-4,879	0,63	0,000
108,57	17,939	10,000	212,34	2024,31	0,9890	0,0000	25,01	-4,879	0,63	0,000
109,69	18,122	10,000	212,07	2021,69	0,9881	0,0000	25,01	-4,879	0,63	0,000
110,82	18,304	10,000	211,79	2019,08	0,9845	0,0000	25,01	-4,879	0,63	0,000
111,93	18,488	10,000	211,52	2016,46	0,9829	0,0000	25,00	-4,879	0,63	0,000
113,07	18,689	10,000	211,22	2013,58	0,9853	0,0000	25,00	-4,879	0,63	0,000
114,19	18,871	10,000	210,94	2010,98	1,0031	0,0000	25,00	-4,879	0,63	0,000
115,31	19,054	10,000	210,67	2008,36	1,0136	0,0000	25,00	-4,879	0,63	0,000
116,43	19,238	10,000	210,39	2005,74	1,0297	0,0000	25,00	-4,879	0,63	0,000
117,56	19,421	10,000	210,12	2003,12	1,0249	0,0000	25,00	-4,879	0,63	0,000
118,68	19,604	10,000	209,84	2000,49	1,0237	0,0000	25,00	-4,879	0,63	0,000
119,81	19,806	10,000	209,54	1997,62	1,0253	0,0000	25,00	-4,879	0,63	0,000
120,91	19,988	10,000	209,27	1995,01	1,0322	0,0000	25,00	-4,879	0,63	0,000
121,91	20,154	10,000	209,02	1992,63	1,0417	0,0000	25,00	-4,879	0,63	0,000
123,04	20,339	10,000	208,74	1989,99	1,0319	0,0000	25,00	-4,879	0,63	0,000
124,16	20,521	10,000	208,47	1987,39	1,0390	0,0000	25,00	-4,879	0,63	0,000
125,27	20,704	10,000	208,19	1984,76	1,0232	0,0000	25,00	-4,879	0,63	0,000
126,41	20,889	10,000	207,92	1982,12	1,0284	0,0000	25,00	-4,879	0,63	0,000
127,54	21,088	10,000	207,62	1979,28	1,0413	0,0000	25,00	-4,879	0,63	0,000
128,66	21,271	10,000	207,34	1976,66	1,0475	0,0000	25,00	-4,879	0,63	0,000
129,79	21,454	10,000	207,07	1974,04	1,0497	0,0000	25,00	-4,879	0,63	0,000
130,91	21,638	10,000	206,79	1971,42	1,0540	0,0000	25,00	-4,879	0,63	0,000
132,04	21,821	10,000	206,52	1968,80	1,0519	0,0000	25,00	-4,879	0,63	0,000
133,16	22,021	10,000	206,22	1965,94	1,0479	0,0000	25,00	-4,879	0,63	0,000
134,29	22,206	10,000	205,94	1963,30	1,0493	0,0000	25,01	-4,879	0,63	0,000
135,40	22,388	10,000	205,67	1960,69	1,0643	0,0000	25,01	-4,879	0,63	0,000
136,54	22,571	10,000	205,39	1958,07	1,0747	0,0000	25,01	-4,879	0,63	0,000
137,66	22,754	10,000	205,12	1955,45	1,0920	0,0000	25,01	-4,879	0,63	0,000
138,79	22,955	10,000	204,82	1952,57	1,1004	0,0000	25,01	-4,879	0,63	0,000
139,91	23,138	10,000	204,54	1949,97	1,1163	0,0000	25,01	-4,879	0,63	0,000
141,04	23,321	10,000	204,27	1947,35	1,1181	0,0000	25,01	-4,879	0,63	0,000
142,17	23,504	10,000	203,99	1944,73	1,1237	0,0000	25,01	-4,879	0,63	0,000
143,29	23,688	10,000	203,72	1942,11	1,1094	0,0000	25,01	-4,879	0,63	0,000
144,41	23,889	10,000	203,42	1939,23	1,0883	0,0000	25,01	-4,879	0,63	0,000
145,54	24,072	10,000	203,14	1936,61	1,0709	0,0000	25,01	-4,879	0,63	0,000
146,66	24,255	10,000	202,87	1933,98	1,0716	0,0000	25,01	-4,879	0,63	0,000
147,79	24,437	10,000	202,59	1931,38	1,0700	0,0000	25,01	-4,879	0,63	0,000
148,91	24,621	10,000	202,32	1928,76	1,0572	0,0000	25,02	-4,879	0,63	0,000
150,04	24,822	10,000	202,02	1925,88	1,0555	0,0000	25,02	-4,879	0,63	0,000
151,16	25,004	10,000	201,74	1923,28	1,0619	0,0000	25,02	-4,879	0,63	0,000
152,29	25,187	10,000	201,47	1920,66	1,0551	0,0000	25,02	-4,879	0,63	0,000
153,27	25,355	10,000	201,22	1918,25	1,0647	0,0000	25,02	-4,879	0,63	0,000
154,39	25,537	10,000	200,94	1915,65	1,0683	0,0000	25,02	-4,879	0,63	0,000
155,52	25,721	10,000	200,67	1913,03	1,0626	0,0000	25,02	-4,879	0,63	0,000
156,64	25,904	10,000	200,39	1910,41	1,0611	0,0000	25,02	-4,879	0,63	0,000
157,77	26,089	10,000	200,12	1907,77	1,0699	0,0000	25,02	-4,879	0,63	0,000
158,89	26,289	10,000	199,82	1904,91	1,0767	0,0000	25,02	-4,879	0,63	0,000
160,02	26,472	10,000	199,54	1902,29	1,0880	0,0000	25,02	-4,879	0,63	0,000
161,15	26,655	10,000	199,27	1899,67	1,0844	0,0000	25,02	-4,879	0,63	0,000
162,27	26,839	10,000	198,99	1897,04	1,0936	0,0000	25,02	-4,879	0,63	0,000
163,40	27,021	10,000	198,72	1894,44	1,0841	0,0000	25,02	-4,879	0,63	0,000
164,52	27,222	10,000	198,42	1891,56	1,0899	0,0000	25,02	-4,879	0,63	0,000
165,65	27,404	10,000	198,14	1888,96	1,0997	0,0000	25,02	-4,879	0,63	0,000
166,76	27,589	10,000	197,87	1886,32	1,1006	0,0000	25,02	-4,879	0,63	0,000
167,90	27,772	10,000	197,59	1883,70	1,1065	0,0000	25,02	-4,879	0,63	0,000
169,02	27,955	10,000	197,32	1881,08	1,1093	0,0000	25,02	-4,879	0,63	0,000
170,15	28,154	10,000	197,02	1878,23	1,1304	0,0000	25,02	-4,879	0,63	0,000
171,26	28,339	10,000	196,74	1875,59	1,1340	0,0000	25,02	-4,879	0,63	0,000
172,40	28,522	10,000	196,47	1872,97	1,1342	0,0000	25,02	-4,879	0,63	0,000
173,52	28,705	10,000	196,19	1870,35	1,1343	0,0000	25,02	-4,879	0,63	0,000
174,63	28,889	10,000	195,92	1867,73	1,1349	0,0000	25,02	-4,879	0,63	0,000
175,77	29,089	10,000	195,62	1864,87	1,1458	0,0000	25,02	-4,879	0,63	0,000
176,90	29,272	10,000	195,34	1862,25	1,1391	0,0000	25,02	-4,879	0,63	0,000
178,02	29,454	10,000	195,07	1859,65	1,1385	0,0000	25,02	-4,879	0,63	0,000
179,15	29,637	10,000	194,79	1857,02	1,1464	0,0000	25,02	-4,879	0,63	0,000
180,25	29,822	10,000	194,52	1854,38	1,1731	0,0000	25,02	-4,879	0,63	0,000
181,26	29,989	10,000	194,27	1852,00	1,1873	0,0000	25,01	-4,879	0,63	0,000
182,38	30,172	10,000	193,99	1849,38	1,1956	0,0000	25,01	-4,879	0,63	0,000
183,51	30,372	10,000	193,69	1846,52	1,1995	0,0000	25,01	-4,879	0,63	0,000
184,62	30,555	10,000	193,42	1843,90	1,1921	0,0000	25,01	-4,879	0,63	0,000
185,73	30,739	10,000	193,14	1841,28	1,1867	0,0000	25,01	-4,879	0,63	0,000
186,87	30,921	10,000	192,87	1838,67	1,1903	0,0000	25,01	-4,879	0,63	0,000
188,00	31,105	10,000	192,59	1836,03	1,1926	0,0000	25,01	-4,879	0,63	0,000
189,13	31,304	10,000	192,29	1833,19	1,1899	0,0000	25,01	-4,879	0,63	0,000
190,23	31,488	10,000	192,02	1830,55	1,1884	0,0000	25,01	-4,879	0,63	0,000
191,24	31,638	10,000	191,79	1828,41	1,1950	0,0000	25,01	-4,879	0,63	0,000
192,35	31,837	10,000	191,49	1825,57	1,2091	0,0000	25,01	-4,879	0,63	0,000
193,35	32,005	10,000	191,24	1823,16	1,2068	0,0000	25,01	-4,879	0,63	0,000
194,48	32,188	10,000	190,97	1820,54	1,1948	0,0000	25,01	-4,879	0,63	0,000
195,60	32,370	10,000	190,69	1817,94	1,1934	0,0000	25,01	-4,879	0,63	0,000
196,73	32,554	10,000	190,42	1815,32	1,1951	0,0000	25,01	-4,879	0,63	0,000
197,85	32,737	10,000	190,14	1812,70	1,1973	0,0000	25,01	-4,879	0,63	0,000
198,98	32,938	10,000	189,84	1809,82	1,1930	0,0000	25,01	-4,879	0,63	0,000
200,09	33,122	10,000	189,57	1807,20	1,2077	0,0000	25,01	-4,879	0,63	0,000
201,23	33,304	10,000	189,29	1804,59	1,2184	0,0000	25,01	-4,879	0,63	0,000
202,35	33,488	10,000	189,02	1801,95	1,2266	0,0000	25,01	-4,879	0,63	0,000
203,48	33,672	10,000	188,74	1799,33	1,2320	0,0000	25,00	-4,879	0,63	0,000
204,60	33,870	10,000	188,44	1796,49	1,2364	0,0000	25,00	-4,879	0,63	0,000
205,73	34,055	10,000	188,17	1793,85	1,2416	0,0000	25,00	-4,879	0,63	0,000
206,85	34,238	10,000	187,89	1791,23	1,2617	0,0000	25,00	-4,879	0,63	0,000
207,98	34,422	10,000	187,62	1788,61	1,2712	0,0000	25,00	-4,879	0,63	0,000
209,09	34,604	10,000	187,34	1786,00	1,2643	0,0000	25,00	-4,879	0,63	0,000
210,23	34,804	10,000	187,04	1783,14	1,2639	0,0000	25,00	-4,879	0,63	0,000
211,35	34,988	10,000	186,77	1780,50	1,2450	0,0000	25,00	-4,879	0,63	0,000
212,46	35,172	10,000	186,49	1777,88	1,2289	0,0000	25,00	-4,879	0,63	0,000
213,46	35,338	10,000	186,24	1775,50	1,2137	0,0000	25,00	-4,879	0,63	0,000
214,59	35,522	10,000	185,97	1772,88	1,2071	0,0000	25,00	-4,879	0,63	0,000
215,72	35,704	10,000	185,69	1770,27	1,2112	0,0000	25,00	-4,879	0,63	0,000
216,83	35,887	10,000	185,42	1767,65	1,2222	0,0000	25,00	-4,879	0,63	0,000
217,96	36,070	10,000	185,14	1765,03	1,2330	0,0000	25,00	-4,879	0,63	0,000
219,09	36,272	10,000	184,84	1762,15	1,2405	0,0000	25,00	-4,879	0,63	0,000
220,21	36,454	10,000	184,57	1759,55	1,2463	0,0000	25,00	-4,879	0,63	0,000
221,34	36,638	10,000	184,29	1756,91	1,2357	0,0000	25,00	-4,879	0,63	0,000
222,45	36,822	10,000	184,02	1754,29	1,2345	0,0000	25,00	-4,879	0,63	0,000
223,57	37,004	10,000	183,74	1751,69	1,2313	0,0000	25,00	-4,879	0,63	0,000
224,58	37,170	10,000	183,49	1749,30	1,2321	0,0000	25,00	-4,879	0,63	0,000
225,71	37,370	10,000	183,19	1746,44	1,2371	0,0000	25,01	-4,879	0,63	0,000
226,84	37,555	10,000	182,92	1743,80	1,2343	0,0000	25,01	-4,879	0,63	0,000
227,96	37,738	10,000	182,64	1741,18	1,2306	0,0000	25,01	-4,879	0,63	0,000
229,09	37,920	10,000	182,37	1738,58	1,2286	0,0000	25,01	-4,879	0,63	0,000
230,20	38,104	10,000	182,09	1735,96	1,2349	0,0000	25,01	-4,879	0,63	0,000
231,32	38,305	10,000	181,79	1733,08	1,2517	0,0000	25,01	-4,879	0,63	0,000
232,46	38,488	10,000	181,52	1730,46	1,2568	0,0000	25,01	-4,879	0,63	0,000
233,57	38,670	10,000	181,24	1727,85	1,2791	0,0000	25,01	-4,879	0,63	0,000
234,57	38,837	10,000	180,99	1725,47	1,2981	0,0000	25,01	-4,879	0,63	0,000
235,69	39,022	10,000	180,72	1722,83	1,3042	0,0000	25,01	-4,879	0,63	0,000
236,82	39,205	10,000	180,44	1720,21	1,2974	0,0000	25,01	-4,879	0,63	0,000
237,94	39,387	10,000	180,17	1717,61	1,3159	0,0000	25,01	-4,879	0,63	0,000
239,07	39,587	10,000	179,87	1714,75	1,3153	0,0000	25,01	-4,879	0,63	0,000
240,20	39,771	10,000	179,59	1712,11	1,3218	0,0000	25,01	-4,879	0,63	0,000
241,32	39,954	10,000	179,32	1709,50	1,3185	0,0000	25,01	-4,879	0,63	0,000
242,45	40,137	10,000	179,04	1706,88	1,3220	0,0000	25,01	-4,879	0,63	0,000
243,57	40,320	10,000	178,77	1704,26	1,3068	0,0000	25,01	-4,879	0,63	0,000
244,68	40,521	10,000	178,47	1701,38	1,3187	0,0000	25,01	-4,879	0,63	0,000
245,82	40,703	10,000	178,19	1698,78	1,3366	0,0000	25,01	-4,879	0,63	0,000
246,95	40,888	10,000	177,92	1696,14	1,3434	0,0000	25,01	-4,879	0,63	0,000
248,08	41,070	10,000	177,64	1693,54	1,3464	0,0000	25,01	-4,879	0,63	0,000
249,06	41,237	10,000	177,39	1691,15	1,3549	0,0000	25,01	-4,879	0,63	0,000
250,19	41,421	10,000	177,12	1688,51	1,3600	0,0000	25,01	-4,879	0,63	0,000
251,31	41,603	10,000	176,84	1685,91	1,3731	0,0000	25,01	-4,879	0,63	0,000
252,44	41,805	10,000	176,54	1683,03	1,3821	0,0000	25,01	-4,879	0,63	0,000
253,56	41,988	10,000	176,27	1680,41	1,3818	0,0000	25,01	-4,879	0,63	0,000
254,69	42,171	10,000	175,99	1677,79	1,3628	0,0000	25,00	-4,879	0,63	0,000
255,81	42,353	10,000	175,72	1675,18	1,3518	0,0000	25,00	-4,879	0,63	0,000
256,93	42,537	10,000	175,44	1672,56	1,3512	0,0000	25,00	-4,879	0,63	0,000
258,06	42,738	10,000	175,14	1669,68	1,3552	0,0000	25,00	-4,879	0,63	0,000
259,18	42,920	10,000	174,87	1667,08	1,3594	0,0000	25,00	-4,879	0,63	0,000
260,30	43,105	10,000	174,59	1664,44	1,3618	0,0000	25,00	-4,879	0,63	0,000
261,43	43,288	10,000	174,32	1661,82	1,3640	0,0000	24,99	-4,879	0,63	0,000
262,56	43,471	10,000	174,04	1659,20	1,3796	0,0000	24,99	-4,879	0,63	0,000
263,68	43,655	10,000	173,77	1656,58	1,3959	0,0000	24,99	-4,879	0,63	0,000
264,80	43,855	10,000	173,47	1653,72	1,4111	0,0000	24,99	-4,879	0,63	0,000
265,93	44,038	10,000	173,19	1651,10	1,4344	0,0000	24,99	-4,879	0,63	0,000
267,05	44,221	10,000	172,92	1648,47	1,4460	0,0000	24,99	-4,879	0,63	0,000
268,18	44,403	10,000	172,64	1645,87	1,4390	0,0000	24,99	-4,879	0,63	0,000
269,29	44,587	10,000	172,37	1643,25	1,4330	0,0000	24,99	-4,879	0,63	0,000
270,43	44,788	10,000	172,07	1640,37	1,4405	0,0000	24,99	-4,879	0,63	0,000
271,56	44,971	10,000	171,79	1637,75	1,4609	0,0000	24,99	-4,879	0,63	0,000
272,68	45,153	10,000	171,52	1635,15	1,4797	0,0000	24,99	-4,879	0,63	0,000
273,81	45,338	10,000	171,24	1632,51	1,4692	0,0000	24,99	-4,879	0,63	0,000
274,93	45,521	10,000	170,97	1629,88	1,4779	0,0000	24,99	-4,879	0,63	0,000
276,06	45,721	10,000	170,67	1627,02	1,4960	0,0000	24,99	-4,879	0,63	0,000
277,18	45,903	10,000	170,40	1624,42	1,5058	0,0000	24,99	-4,879	0,63	0,000
278,29	46,087	10,000	170,12	1621,80	1,5060	0,0000	24,99	-4,879	0,63	0,000
279,43	46,271	10,000	169,84	1619,16	1,5147	0,0000	24,99	-4,879	0,63	0,000
280,56	46,455	10,000	169,57	1616,54	1,5103	0,0000	24,99	-4,879	0,63	0,000
281,68	46,653	10,000	169,27	1613,70	1,5133	0,0000	24,99	-4,879	0,63	0,000
282,79	46,838	10,000	168,99	1611,06	1,5330	0,0000	25,00	-4,879	0,63	0,000
283,94	47,020	10,000	168,72	1608,45	1,5366	0,0000	25,00	-4,879	0,63	0,000
284,92	47,187	10,000	168,47	1606,07	1,5310	0,0000	25,00	-4,879	0,63	0,000
286,05	47,371	10,000	168,19	1603,43	1,5333	0,0000	25,00	-4,879	0,63	0,000
287,17	47,555	10,000	167,92	1600,81	1,5473	0,0000	25,00	-4,879	0,63	0,000
288,28	47,737	10,000	167,65	1598,21	1,5533	0,0000	25,00	-4,879	0,63	0,000
289,42	47,937	10,000	167,35	1595,35	1,5559	0,0000	25,00	-4,879	0,63	0,000
290,55	48,120	10,000	167,07	1592,72	1,5453	0,0000	25,00	-4,879	0,63	0,000
291,66	48,303	10,000	166,80	1590,10	1,5263	0,0000	25,00	-4,879	0,63	0,000
292,80	48,488	10,000	166,52	1587,46	1,5253	0,0000	25,00	-4,879	0,63	0,000
293,92	48,670	10,000	166,25	1584,86	1,5232	0,0000	25,00	-4,879	0,63	0,000
295,05	48,871	10,000	165,94	1581,98	1,5199	0,0000	25,00	-4,879	0,63	0,000
296,17	49,053	10,000	165,67	1579,38	1,5272	0,0000	25,01	-4,879	0,63	0,000
297,28	49,238	10,000	165,39	1576,74	1,5297	0,0000	25,01	-4,879	0,63	0,000
298,28	49,403	10,000	165,15	1574,37	1,5513	0,0000	25,01	-4,879	0,63	0,000
299,40	49,586	10,000	164,87	1571,75	1,5562	0,0000	25,01	-4,879	0,63	0,000
300,51	49,770	10,000	164,60	1569,13	1,5453	0,0000	25,01	-4,879	0,63	0,000
301,65	49,954	10,000	164,32	1566,49	1,5491	0,0000	25,01	-4,879	0,63	0,000
302,78	50,154	10,000	164,02	1563,63	1,5557	0,0000	25,01	-4,879	0,63	0,000
303,89	50,338	10,000	163,74	1561,01	1,5569	0,0000	25,01	-4,879	0,63	0,000
305,03	50,520	10,000	163,47	1558,41	1,5670	0,0000	25,01	-4,879	0,63	0,000
306,16	50,703	10,000	163,20	1555,78	1,5786	0,0000	25,01	-4,879	0,63	0,000
307,28	50,888	10,000	162,92	1553,15	1,5940	0,0000	25,01	-4,879	0,63	0,000
308,41	51,088	10,000	162,62	1550,29	1,6295	0,0000	25,01	-4,879	0,63	0,000
309,53	51,270	10,000	162,35	1547,68	1,6307	0,0000	25,01	-4,879	0,63	0,000
310,66	51,453	10,000	162,07	1545,06	1,6225	0,0000	25,01	-4,879	0,63	0,000
